id_casa,LotFrontage,LotArea,Street,Condition1,Condition2,YearBuilt,ExterQual,FullBath,BedroomAbvGr,SalePrice,Color
189,41.0,4923,Pave,Norm,Norm,2001.0,Gd,1,0.0,286000,
885,50.0,5119,Pave,Norm,Norm,1999.0,Gd,2,2.0,328900,
420,78.0,7060,Pave,Norm,Norm,1997.0,TA,2,2.0,206300,
311,50.0,8000,Pave,Norm,Norm,1948.0,TA,1,2.0,132000,
1000,74.0,10206,Pave,Norm,Norm,1952.0,TA,1,2.0,82000,
1042,34.0,5381,Pave,Norm,Norm,2005.0,Gd,2,1.0,196000,
1324,75.0,9986,Pave,Norm,Norm,2006.0,Gd,2,2.0,147000,
1030,,7082,Pave,Norm,Norm,1916.0,TA,2,5.0,160000,
11,85.0,11924,Pave,Norm,Norm,2005.0,Ex,3,4.0,345000,
1321,,6627,Pave,Feedr,Norm,1949.0,TA,1,2.0,72500,
1057,,29959,Pave,Norm,Norm,1994.0,Gd,2,3.0,248000,
176,97.0,10029,Pave,Norm,Norm,1988.0,Gd,2,4.0,211000,
255,66.0,8738,Pave,Norm,Norm,1999.0,Gd,2,4.0,230000,
505,60.0,7596,,Artery,Norm,1952.0,TA,2,4.0,124500,
411,100.0,34650,Pave,Norm,Norm,1955.0,TA,1,3.0,145000,
282,34.0,5063,Pave,Norm,Norm,2007.0,Gd,2,2.0,207500,
1085,73.0,9069,Pave,Norm,Norm,1992.0,TA,1,2.0,147000,
201,75.0,10125,,Norm,Norm,1977.0,TA,2,3.0,171500,
1103,79.0,8910,Pave,Norm,Norm,1959.0,TA,1,3.0,159500,
527,67.0,14948,Pave,Norm,Norm,2008.0,Ex,2,3.0,446261,
245,80.0,10400,,Norm,Norm,1988.0,TA,2,3.0,241500,
1173,138.0,18030,Pave,Norm,Norm,1946.0,TA,3,3.0,200500,
967,,7390,Pave,Norm,Norm,1955.0,TA,1,3.0,135000,
88,105.0,8470,Pave,Feedr,Feedr,1915.0,Fa,1,2.0,85000,
368,78.0,7800,Pave,Norm,Norm,1954.0,TA,1,2.0,132000,
420,78.0,7060,Pave,Norm,Norm,1997.0,TA,2,2.0,206300,
1234,55.0,8525,Pave,Norm,Norm,1911.0,TA,1,4.0,130000,
1307,60.0,8072,Pave,Norm,Norm,1994.0,TA,1,3.0,138000,
102,64.0,7018,Pave,Norm,Norm,1979.0,TA,2,4.0,118964,
716,60.0,10800,Pave,Norm,Norm,1890.0,TA,1,3.0,159500,
206,40.0,13673,Pave,RRAe,Norm,1962.0,TA,1,3.0,143900,
747,65.0,11700,Pave,Norm,Norm,1880.0,Gd,1,4.0,265979,
240,75.0,9000,Pave,Norm,Norm,2008.0,Gd,2,3.0,262500,
332,85.0,10655,Pave,Norm,Norm,2003.0,Gd,2,3.0,284000,
842,82.0,9020,Pave,Norm,Norm,1966.0,TA,1,3.0,174900,
502,70.0,9170,Pave,Feedr,Norm,1965.0,TA,1,2.0,140000,
549,75.0,9375,Pave,Norm,Norm,2003.0,Gd,2,4.0,263000,
1359,129.0,16737,Pave,Norm,Norm,2004.0,Gd,2,3.0,315000,
859,,11029,Pave,PosA,Norm,1968.0,TA,2,4.0,250000,
958,65.0,8450,Pave,Norm,Norm,2003.0,Gd,2,3.0,185000,
1372,75.0,9750,Pave,Norm,Norm,1998.0,TA,2,3.0,274300,
1053,68.0,8562,Pave,Norm,Norm,1957.0,TA,1,4.0,144500,
713,60.0,9873,Pave,RRAn,Norm,1970.0,TA,1,3.0,129000,
964,80.0,11316,Pave,Norm,Norm,2002.0,Gd,2,4.0,214900,
52,110.0,8472,Grvl,RRNn,Norm,1963.0,Fa,1,2.0,110000,
134,78.0,10335,Pave,Norm,Norm,1968.0,TA,2,3.0,180000,
338,91.0,14145,Pave,Norm,Norm,1984.0,Gd,2,3.0,202500,
60,63.0,13072,Pave,RRAe,Norm,2004.0,TA,1,3.0,158000,
1187,89.0,12461,Pave,Norm,Norm,1994.0,Gd,2,2.0,262000,
54,60.0,7134,Pave,Norm,Norm,1955.0,TA,1,3.0,130000,
1092,60.0,8400,Pave,Norm,Norm,1925.0,TA,2,4.0,136500,
965,65.0,10237,Pave,RRAn,Norm,2005.0,Gd,2,3.0,178900,
1402,64.0,6762,Pave,Norm,Norm,2006.0,Gd,2,2.0,193879,
1245,78.0,12090,Pave,Norm,Norm,1984.0,TA,3,3.0,178000,
241,40.0,3880,Pave,Norm,Norm,1945.0,TA,1,2.0,110500,
352,60.0,9084,Pave,Artery,Norm,1941.0,TA,1,3.0,95000,
330,,10624,,Norm,Norm,1964.0,TA,2,6.0,119000,
979,80.0,8816,Pave,Feedr,Norm,1963.0,TA,1,3.0,139000,
392,,8339,Pave,Norm,Norm,1959.0,TA,1,3.0,106500,
1056,43.0,7052,,Norm,Norm,2005.0,Gd,2,2.0,185850,
485,80.0,9600,Pave,Norm,Norm,1950.0,Gd,1,3.0,147000,
840,,12155,Pave,Norm,Norm,1925.0,TA,2,4.0,140000,
1373,,11400,Pave,Norm,Norm,2001.0,Ex,2,2.0,466500,
273,80.0,9600,Pave,Feedr,Norm,1958.0,TA,2,3.0,139000,
246,69.0,9142,Pave,Norm,Norm,1910.0,TA,2,4.0,137000,
1196,58.0,14054,Pave,Norm,Norm,2006.0,Gd,2,,219210,
159,134.0,19378,Pave,Norm,Norm,2005.0,Gd,2,4.0,320000,
594,88.0,7990,Pave,Norm,Norm,1975.0,TA,1,3.0,110000,
689,61.0,7577,Pave,Norm,Norm,2005.0,Gd,2,2.0,194700,
160,,11120,Pave,Norm,Norm,1984.0,TA,2,3.0,162500,
313,150.0,215245,Pave,Norm,Norm,1965.0,TA,2,3.0,375000,
950,60.0,7200,Pave,Norm,Norm,1950.0,TA,1,3.0,129000,
1144,60.0,12180,Pave,Norm,Norm,1941.0,TA,1,2.0,80000,
232,21.0,1680,Pave,Norm,Norm,1972.0,TA,1,2.0,94500,
1216,68.0,8930,Pave,RRAe,Norm,1978.0,TA,2,4.0,112000,
738,60.0,10800,Pave,Norm,Norm,1987.0,TA,3,3.0,179000,
1318,,14781,Pave,Norm,Norm,2001.0,Gd,2,3.0,275000,
481,72.0,11846,Pave,Norm,Norm,2003.0,Gd,2,2.0,374000,
980,,12122,Pave,Norm,Norm,1961.0,Ex,1,3.0,178400,
950,60.0,7200,Pave,Norm,Norm,1950.0,TA,1,3.0,129000,
134,78.0,10335,Pave,Norm,Norm,1968.0,TA,2,3.0,180000,
790,43.0,3182,Pave,Norm,Norm,2005.0,Gd,2,2.0,160200,
987,83.0,10159,Pave,Norm,Norm,2009.0,Ex,2,3.0,395192,
344,36.0,2592,Pave,Norm,Norm,1976.0,TA,1,3.0,85000,
996,,10659,Pave,Norm,Norm,1961.0,TA,1,3.0,136500,
1238,63.0,13072,Pave,RRAe,Norm,2005.0,Gd,1,3.0,142500,
438,40.0,4280,Pave,Norm,Norm,1913.0,TA,1,2.0,90350,
1080,80.0,11040,Pave,Norm,Norm,1971.0,Gd,2,3.0,145000,
379,60.0,8123,Pave,RRAn,Norm,2000.0,TA,2,3.0,179000,
928,,11838,Pave,Norm,Norm,2001.0,Gd,2,3.0,236500,
458,,5100,Pave,Norm,Norm,1925.0,TA,1,3.0,161000,
846,75.0,9317,Pave,Norm,Norm,1993.0,Gd,2,3.0,213000,
1292,60.0,6600,Pave,Norm,Norm,1892.0,TA,2,4.0,107500,
966,130.0,9600,Pave,Norm,Norm,1940.0,Gd,1,2.0,160000,
972,55.0,7892,Pave,Norm,Norm,1979.0,TA,2,2.0,99500,
1171,76.0,9120,Pave,Norm,Norm,1958.0,TA,1,3.0,163000,
470,,6820,Pave,Norm,Norm,1985.0,Gd,1,1.0,212000,
1154,,13700,Pave,Norm,Norm,1965.0,TA,1,4.0,201800,
788,50.0,6000,Pave,Norm,Norm,1954.0,TA,1,2.0,107900,
587,74.0,8740,Pave,Norm,Norm,1982.0,TA,1,2.0,137000,
1210,70.0,11218,Pave,Norm,Norm,1992.0,Gd,2,3.0,189000,
968,50.0,5925,Pave,Norm,Norm,1910.0,TA,1,2.0,37900,
995,51.0,4712,Pave,Feedr,Norm,1946.0,TA,1,3.0,121600,
1352,50.0,6000,Pave,Norm,Norm,1937.0,Gd,1,2.0,134900,
1404,60.0,10410,Pave,Artery,Norm,1915.0,TA,1,3.0,105000,
438,40.0,4280,Pave,Norm,Norm,1913.0,TA,1,2.0,90350,
1270,,23595,Pave,Norm,Norm,1979.0,Gd,-1,0.0,260000,
578,34.0,3604,Pave,Norm,Norm,2007.0,Gd,2,2.0,146000,
97,73.0,10921,Pave,Norm,Norm,1965.0,TA,1,3.0,94750,
1140,60.0,7350,Pave,Norm,Norm,1951.0,TA,1,2.0,139000,
1417,,16545,Pave,Norm,Norm,1998.0,Gd,2,3.0,340000,
18,66.0,13695,Pave,RRAe,Norm,2004.0,TA,1,3.0,159000,
1274,53.0,5362,Pave,Norm,Norm,1910.0,TA,2,3.0,139000,
433,100.0,10839,Pave,Norm,Norm,1997.0,TA,2,3.0,181000,
1048,100.0,21750,Pave,Norm,Norm,1960.0,TA,1,3.0,115000,
1328,60.0,10440,Pave,Norm,Norm,1920.0,Gd,2,5.0,256000,
1347,93.0,15306,Pave,Norm,Norm,2006.0,Gd,2,3.0,283463,
92,80.0,13360,Pave,Norm,Norm,1921.0,TA,1,2.0,163500,
1186,107.0,10615,Pave,Artery,Artery,1900.0,TA,2,3.0,95000,
1103,79.0,8910,Pave,Norm,Norm,1959.0,TA,1,3.0,159500,
492,105.0,15578,Pave,Norm,Norm,2006.0,Gd,2,3.0,172785,
6,75.0,10084,Pave,Norm,Norm,2004.0,Gd,2,3.0,307000,
154,84.0,11340,Pave,Norm,Norm,1923.0,TA,1,4.0,125000,
274,76.0,8314,Pave,Norm,Norm,1982.0,TA,1,2.0,124500,
952,60.0,7200,Pave,Norm,Norm,1972.0,TA,1,2.0,133900,
1218,52.0,6240,Pave,Norm,Norm,1947.0,TA,1,2.0,80500,
832,44.0,9548,Pave,Norm,Norm,2003.0,Gd,2,3.0,237000,
721,,4426,Pave,Norm,Norm,2004.0,Gd,1,1.0,143000,
770,,7252,Pave,Norm,Norm,1982.0,TA,1,2.0,134900,
363,21.0,1680,Pave,Norm,Norm,1972.0,TA,1,2.0,118000,
1296,80.0,8700,Pave,Norm,Norm,1963.0,TA,2,3.0,155000,
137,82.0,11070,Pave,Norm,Norm,1988.0,TA,3,5.0,171000,
249,,159000,Pave,Norm,Norm,1958.0,Gd,2,4.0,277000,
920,70.0,8462,Pave,Norm,Norm,1994.0,Gd,2,3.0,201000,
722,70.0,8120,,Norm,Norm,1970.0,TA,1,3.0,124500,
850,36.0,4435,Pave,Norm,Norm,2003.0,Gd,1,1.0,131500,
467,79.0,9480,Pave,Artery,Norm,1942.0,TA,1,,146500,
1134,57.0,8773,Pave,Norm,Norm,1997.0,TA,2,3.0,169000,
1336,87.0,9246,Pave,Feedr,Norm,1973.0,TA,2,4.0,135000,
764,30.0,9549,Pave,Norm,Norm,1995.0,Gd,1,2.0,270000,
209,75.0,8250,Pave,Norm,Norm,1964.0,TA,1,3.0,145000,
485,80.0,9600,Pave,Norm,Norm,1950.0,Gd,1,3.0,147000,
1224,60.0,15384,Pave,RRAn,Norm,2004.0,Gd,2,3.0,184000,
1051,103.0,11175,Pave,Norm,Norm,2007.0,Gd,2,3.0,200141,
408,109.0,14154,Pave,Norm,Norm,2006.0,Gd,2,3.0,280000,
821,60.0,6000,Pave,Norm,Norm,1953.0,Fa,1,2.0,93000,
1057,,29959,Pave,Norm,Norm,1994.0,Gd,2,3.0,248000,
702,82.0,12438,Pave,Norm,Norm,2006.0,Ex,2,4.0,361919,
810,78.0,10140,Pave,Norm,Norm,1974.0,TA,1,3.0,181000,
756,68.0,10769,Pave,Norm,Norm,2007.0,Gd,2,3.0,212000,
156,60.0,7200,Pave,Norm,Norm,1950.0,TA,1,2.0,109500,
173,80.0,10197,Pave,Norm,Norm,1961.0,TA,1,3.0,163000,
286,77.0,9786,Pave,Norm,Norm,1962.0,TA,1,3.0,159000,
176,97.0,10029,Pave,Norm,Norm,1988.0,Gd,2,4.0,211000,
1406,70.0,8445,,Norm,Norm,1972.0,TA,1,2.0,133000,
1301,,7500,Pave,Norm,Norm,1942.0,TA,1,3.0,177500,
447,,11214,Pave,Norm,Norm,1998.0,Gd,2,4.0,199900,
772,94.0,7819,Pave,Norm,Norm,1976.0,TA,1,3.0,107000,
801,40.0,4800,Pave,Norm,Norm,1916.0,TA,1,2.0,109900,
767,75.0,12508,Pave,Norm,Norm,1940.0,TA,2,4.0,160000,
1146,,11200,Pave,Norm,Norm,1985.0,Gd,2,3.0,180000,
131,,12224,Pave,Norm,Norm,2000.0,Gd,2,3.0,244000,
400,38.0,14963,Pave,Norm,Norm,1996.0,Gd,1,1.0,245500,
1277,,17871,Pave,Norm,Norm,1967.0,TA,1,3.0,197900,
1430,60.0,21930,Pave,RRAn,Norm,2005.0,Gd,2,4.0,192140,
1238,63.0,13072,Pave,RRAe,Norm,2005.0,Gd,1,3.0,142500,
294,80.0,9600,Pave,Norm,Norm,1953.0,TA,1,3.0,167000,
578,34.0,3604,Pave,Norm,Norm,2007.0,Gd,2,2.0,146000,
239,52.0,8741,Pave,Norm,Norm,1945.0,TA,1,3.0,113000,
830,80.0,11900,Pave,Norm,Norm,1957.0,TA,1,3.0,166000,
1138,,9819,Pave,Norm,Norm,1977.0,TA,2,2.0,196000,
869,80.0,9938,Pave,Norm,Norm,1993.0,Gd,2,3.0,236000,
1067,80.0,9760,Pave,Norm,Norm,1964.0,TA,1,4.0,167900,
1250,93.0,11160,Pave,Norm,Norm,1968.0,Gd,2,3.0,244000,
991,121.0,17671,Pave,Artery,Norm,1882.0,Gd,1,4.0,168000,
958,65.0,8450,Pave,Norm,Norm,2003.0,Gd,2,3.0,185000,
1307,60.0,8072,Pave,Norm,Norm,1994.0,TA,1,3.0,138000,
638,67.0,8777,Pave,Feedr,Norm,1910.0,TA,1,2.0,85000,
672,,11250,Pave,Norm,Norm,1977.0,Gd,1,3.0,165000,
250,55.0,5350,Pave,Norm,Norm,1940.0,TA,1,3.0,76500,
1063,50.0,6000,Pave,Artery,Norm,1925.0,TA,1,2.0,110500,
319,,14115,Pave,Norm,Norm,1980.0,TA,2,3.0,187500,
1411,80.0,9600,Pave,Norm,Norm,1950.0,TA,1,3.0,140000,
282,34.0,5063,Pave,Norm,Norm,2007.0,Gd,2,2.0,207500,
284,50.0,8012,Pave,Norm,Norm,1992.0,Gd,2,2.0,179200,
1038,21.0,1533,Pave,Norm,Norm,1970.0,TA,1,,97000,
1222,78.0,10496,Pave,Artery,Norm,1949.0,TA,2,3.0,143000,
79,60.0,10440,Pave,Norm,Norm,1910.0,TA,1,2.0,110000,
231,174.0,15138,Pave,Norm,Norm,1995.0,Gd,2,4.0,403000,
584,51.0,6120,Pave,Norm,Norm,1935.0,TA,1,3.0,133000,
492,105.0,15578,Pave,Norm,Norm,2006.0,Gd,2,3.0,172785,
887,59.0,16466,Pave,Norm,Norm,1955.0,TA,1,3.0,135500,
1032,,14541,Pave,Norm,Norm,1993.0,Gd,2,5.0,310000,
309,90.0,12378,,Norm,Norm,2003.0,Gd,2,3.0,360000,
747,65.0,11700,Pave,Norm,Norm,1880.0,Gd,1,4.0,265979,
717,80.0,10000,Pave,Norm,Norm,1973.0,TA,1,3.0,157000,
356,,9248,Pave,Norm,Norm,1992.0,TA,2,3.0,173000,
527,67.0,14948,Pave,Norm,Norm,2008.0,Ex,2,3.0,446261,
531,60.0,6155,Pave,RRNn,Feedr,1920.0,TA,2,3.0,128000,
975,,2651,Pave,Norm,Norm,2000.0,Gd,2,3.0,165000,
1119,70.0,7560,Pave,Norm,Norm,1959.0,TA,1,3.0,133700,
1153,,5890,Pave,Norm,Norm,1930.0,Gd,1,2.0,120500,
278,107.0,14450,Pave,Norm,Norm,2006.0,Ex,2,3.0,415298,
1217,72.0,8640,Pave,Norm,Norm,2009.0,Gd,2,3.0,229456,
783,,9101,Pave,Norm,Norm,1978.0,TA,1,1.0,165500,
1274,53.0,5362,Pave,Norm,Norm,1910.0,TA,2,3.0,139000,
304,87.0,18386,Pave,Norm,Norm,1880.0,TA,3,3.0,295000,
771,67.0,8877,Pave,Norm,Norm,1951.0,TA,1,2.0,102000,
811,,4438,Pave,Norm,Norm,2004.0,Gd,1,1.0,144500,
323,49.0,5820,Pave,Norm,Norm,1955.0,TA,1,3.0,126175,
1317,47.0,4230,Pave,Norm,Norm,2006.0,Gd,2,2.0,208900,
1337,153.0,4118,Pave,Feedr,Norm,1941.0,TA,1,2.0,52500,
542,78.0,10140,Pave,RRAn,Norm,1998.0,Gd,2,3.0,213250,
896,50.0,8765,,Norm,Norm,1936.0,TA,1,2.0,106500,
445,73.0,9855,,Norm,Norm,1956.0,TA,1,,127500,
386,58.0,8410,Pave,Feedr,Norm,1910.0,TA,1,5.0,81000,
34,60.0,7313,Pave,Norm,Norm,2005.0,Ex,2,2.0,277500,
558,57.0,21872,Pave,Norm,Norm,1996.0,TA,2,3.0,175000,
465,,3072,Pave,Norm,Norm,2004.0,Gd,2,2.0,178740,
378,88.0,11394,Pave,Norm,Norm,2010.0,Gd,1,1.0,394432,
267,60.0,8400,Pave,Norm,Norm,1939.0,TA,2,4.0,179500,
1278,75.0,9473,Pave,Norm,Norm,2002.0,Gd,2,3.0,237000,
502,70.0,9170,Pave,Feedr,Norm,1965.0,TA,1,2.0,140000,
235,21.0,1680,Pave,Norm,Norm,1971.0,TA,1,2.0,89500,
628,70.0,11606,Pave,Norm,Norm,1969.0,TA,1,5.0,135000,
874,52.0,5720,Pave,Artery,Norm,1941.0,TA,1,3.0,66500,
576,52.0,6292,Pave,Norm,Norm,1928.0,TA,2,3.0,145000,
589,50.0,9100,Pave,RRAn,Feedr,1930.0,TA,1,2.0,79500,
811,,4438,Pave,Norm,Norm,2004.0,Gd,1,1.0,144500,
874,52.0,5720,Pave,Artery,Norm,1941.0,TA,1,3.0,66500,
298,90.0,11700,Pave,Norm,Norm,1968.0,Gd,1,3.0,175000,
367,101.0,9150,,Norm,Norm,1962.0,TA,1,3.0,165000,
797,57.0,7677,Pave,Norm,Norm,1953.0,TA,1,2.0,110000,
373,79.0,10634,Pave,Norm,Norm,1953.0,TA,1,3.0,123000,
1296,80.0,8700,Pave,Norm,Norm,1963.0,TA,2,3.0,155000,
513,71.0,9187,Pave,Norm,Norm,1983.0,TA,1,3.0,134000,
1334,24.0,2368,Pave,Norm,Norm,1970.0,TA,1,3.0,125000,
978,68.0,9450,Pave,Norm,Norm,1954.0,TA,1,3.0,110000,
396,60.0,7200,Pave,Norm,Norm,1972.0,TA,1,2.0,123000,
366,,9500,Pave,Norm,Norm,1963.0,TA,1,3.0,159000,
736,60.0,8544,Pave,Norm,Norm,1950.0,TA,2,2.0,93500,
352,60.0,9084,Pave,Artery,Norm,1941.0,TA,1,3.0,95000,
1016,73.0,11883,Pave,Norm,Norm,1996.0,Gd,2,3.0,203000,
82,78.0,10206,Pave,Norm,Norm,2007.0,TA,2,3.0,245000,
897,64.0,7018,Pave,Feedr,Norm,1979.0,TA,2,6.0,142953,
106,60.0,10800,Pave,Norm,Norm,1885.0,TA,1,2.0,100000,
712,40.0,4671,Pave,Norm,Norm,1988.0,Gd,2,2.0,189000,
136,,10355,Pave,Norm,Norm,1967.0,TA,2,3.0,143000,
781,65.0,7153,Pave,Norm,Norm,1992.0,Gd,2,3.0,175900,
610,,11050,Pave,PosN,Norm,2000.0,Gd,2,3.0,313000,
1101,61.0,9758,Pave,Norm,Norm,1971.0,TA,1,3.0,119500,
1189,60.0,7500,Pave,Norm,Norm,1999.0,TA,2,,189000,
900,,7340,Pave,Norm,Norm,1971.0,TA,1,2.0,110000,
308,,12342,Pave,Norm,Norm,1940.0,TA,1,1.0,82500,
635,60.0,10896,Pave,Feedr,Norm,1914.0,Fa,2,8.0,200000,
1022,52.0,9439,Pave,Norm,Norm,1930.0,TA,1,2.0,87000,
182,60.0,9060,Pave,Artery,Norm,1957.0,TA,1,3.0,120000,
396,60.0,7200,Pave,Norm,Norm,1972.0,TA,1,2.0,123000,
1333,60.0,7200,Pave,Norm,Norm,1938.0,TA,1,2.0,125500,
336,86.0,14157,Pave,Norm,Norm,2005.0,Gd,2,3.0,377426,
1152,90.0,14115,Pave,Norm,Norm,1956.0,TA,1,2.0,230000,
333,59.0,8198,Pave,Norm,Norm,2004.0,Gd,2,2.0,207000,
1075,75.0,13125,Pave,Norm,Norm,1940.0,TA,1,3.0,219500,
239,52.0,8741,Pave,Norm,Norm,1945.0,TA,1,3.0,113000,
952,60.0,7200,Pave,Norm,Norm,1972.0,TA,1,2.0,133900,
1375,89.0,10991,Pave,Norm,Norm,2007.0,Gd,2,3.0,239000,
748,59.0,10593,Pave,Norm,Norm,1996.0,Gd,2,3.0,260400,
622,71.0,7064,Pave,Norm,Norm,1977.0,TA,1,3.0,135000,
1373,,11400,Pave,Norm,Norm,2001.0,Ex,2,2.0,466500,
821,60.0,6000,Pave,Norm,Norm,1953.0,Fa,1,2.0,93000,
1036,89.0,12898,Pave,Norm,Norm,2007.0,Gd,2,2.0,315500,
399,65.0,8125,Pave,Norm,Norm,2006.0,Gd,2,2.0,241000,
486,79.0,10289,Pave,Norm,Norm,1965.0,TA,1,3.0,156000,
1104,24.0,2016,,Norm,Norm,1970.0,TA,2,3.0,106000,
693,60.0,5400,Pave,Norm,Norm,1921.0,TA,1,2.0,108480,
817,,13265,,Norm,Norm,2002.0,Gd,2,3.0,271000,
310,,7685,Pave,Norm,Norm,1993.0,TA,2,3.0,165600,
670,64.0,8633,Pave,Norm,Norm,2005.0,Gd,2,3.0,173500,
609,61.0,7943,Pave,Feedr,Norm,1961.0,TA,1,3.0,118500,
371,80.0,17120,Pave,Feedr,Norm,1959.0,TA,2,4.0,134432,
306,116.0,13474,Pave,Feedr,Norm,1990.0,Gd,2,4.0,225000,
266,70.0,11207,Pave,Norm,Norm,1997.0,TA,2,3.0,185000,
636,51.0,6120,Pave,Norm,Norm,1936.0,Fa,1,1.0,60000,
853,,12095,Pave,Norm,Norm,1964.0,TA,1,3.0,158000,
1122,,8926,Pave,Norm,Norm,1956.0,TA,1,3.0,112000,
1394,53.0,4045,Pave,Norm,Norm,2006.0,Gd,2,2.0,246578,
45,61.0,7658,Pave,Norm,Norm,2005.0,Ex,2,2.0,319900,
156,60.0,7200,Pave,Norm,Norm,1950.0,TA,1,2.0,109500,
334,59.0,9042,Pave,Norm,Norm,1998.0,TA,2,3.0,192000,
187,60.0,10410,,Norm,Norm,1916.0,TA,2,3.0,135000,
824,81.0,11216,Pave,Norm,Norm,2006.0,Gd,2,3.0,232600,
721,,4426,Pave,Norm,Norm,2004.0,Gd,1,1.0,143000,
202,50.0,7000,Pave,Artery,Norm,1924.0,TA,2,2.0,112000,
113,,21000,Pave,Norm,Norm,1953.0,TA,2,3.0,217000,
1023,43.0,3182,Pave,Norm,Norm,,Gd,2,2.0,191000,
1005,65.0,8385,Pave,Norm,Norm,1977.0,Gd,2,3.0,149900,
479,50.0,5925,Pave,Norm,Norm,1937.0,TA,1,2.0,89471,
522,50.0,5000,Pave,Feedr,Norm,1947.0,TA,2,3.0,159000,
311,50.0,8000,Pave,Norm,Norm,1948.0,TA,1,2.0,132000,
246,69.0,9142,Pave,Norm,Norm,1910.0,TA,2,4.0,137000,
7,,10382,Pave,PosN,Norm,1973.0,TA,2,3.0,200000,
899,65.0,6993,Pave,Feedr,Norm,1961.0,TA,1,3.0,135000,
430,21.0,1680,Pave,Norm,Norm,1971.0,TA,1,2.0,85400,
1055,104.0,11361,Pave,Norm,Norm,1976.0,TA,2,3.0,180000,
543,34.0,4058,Pave,Norm,Norm,1998.0,TA,1,1.0,133000,
219,43.0,3010,Pave,Norm,Norm,2005.0,Gd,2,2.0,167240,
903,50.0,14859,Pave,Norm,Norm,2006.0,Gd,2,3.0,240000,
1003,,11500,Pave,Feedr,RRAn,1976.0,TA,2,4.0,136905,
1260,,24682,Pave,RRAn,Norm,1999.0,TA,2,3.0,181000,
377,102.0,11143,,Norm,Norm,2004.0,Gd,3,4.0,340000,
640,62.0,12677,Pave,Norm,Norm,2003.0,Ex,1,1.0,274000,
376,57.0,8846,Pave,Norm,Norm,1996.0,Gd,1,2.0,148000,
1391,65.0,8944,Pave,Norm,Norm,1967.0,TA,2,4.0,124000,
565,66.0,6858,Pave,Norm,Norm,1915.0,TA,1,4.0,128000,
515,94.0,12220,Pave,Norm,Norm,2009.0,Ex,2,,402861,
1307,60.0,8072,Pave,Norm,Norm,1994.0,TA,1,3.0,138000,
110,75.0,9525,Pave,Norm,Norm,1954.0,TA,2,4.0,136900,
419,65.0,8450,Pave,Norm,Norm,1968.0,TA,1,3.0,142000,
270,84.0,10728,Pave,Norm,Norm,2006.0,Gd,2,3.0,266000,
635,60.0,10896,Pave,Feedr,Norm,1914.0,Fa,2,8.0,200000,
1300,,10762,Pave,Norm,Norm,1999.0,Gd,2,3.0,225000,
408,109.0,14154,Pave,Norm,Norm,2006.0,Gd,2,3.0,280000,
652,70.0,8750,Pave,Norm,Norm,1996.0,Gd,2,2.0,191000,
691,104.0,21535,Pave,Norm,Norm,1994.0,Ex,3,4.0,755000,
321,99.0,12099,Pave,Norm,Norm,2004.0,Gd,2,4.0,354000,
555,58.0,6380,Pave,Norm,Norm,1922.0,TA,1,2.0,113000,
90,60.0,7200,Pave,Norm,Norm,1950.0,TA,1,2.0,109900,
479,50.0,5925,Pave,Norm,Norm,1937.0,TA,1,2.0,89471,
240,75.0,9000,Pave,Norm,Norm,2008.0,Gd,2,3.0,262500,
1250,93.0,11160,Pave,Norm,Norm,1968.0,Gd,2,3.0,244000,
953,,11075,Pave,Norm,Norm,1969.0,TA,2,4.0,172000,
1174,80.0,16560,Pave,Norm,Norm,1932.0,TA,2,4.0,239000,
110,75.0,9525,Pave,Norm,Norm,1954.0,TA,2,4.0,136900,
1159,76.0,9120,Pave,Norm,Norm,1974.0,Gd,2,4.0,185000,
119,65.0,8461,Pave,Norm,Norm,2005.0,Gd,2,3.0,163990,
1216,68.0,8930,Pave,RRAe,Norm,1978.0,TA,2,4.0,112000,
479,50.0,5925,Pave,Norm,Norm,1937.0,TA,1,2.0,89471,
599,24.0,1950,Pave,Norm,Norm,,TA,2,3.0,151000,
981,98.0,12203,Pave,Norm,Norm,1998.0,Gd,2,4.0,336000,
1195,51.0,8029,Pave,Norm,Norm,2005.0,TA,2,3.0,176000,
1122,,8926,Pave,Norm,Norm,1956.0,TA,1,3.0,112000,
1074,74.0,8556,Pave,Norm,Norm,2006.0,Gd,2,2.0,194000,
302,118.0,13704,Pave,Norm,Norm,2001.0,Gd,2,3.0,205000,
413,56.0,8960,Pave,Artery,Norm,1927.0,TA,1,2.0,115000,
986,59.0,5310,Pave,Feedr,Norm,1910.0,TA,1,2.0,117000,
308,,12342,Pave,Norm,Norm,1940.0,TA,1,1.0,82500,
1188,68.0,8935,Pave,Norm,Norm,2002.0,Gd,2,3.0,195000,
131,,12224,Pave,Norm,Norm,2000.0,Gd,2,3.0,244000,
384,,53107,Pave,Feedr,Norm,1992.0,Gd,2,3.0,240000,
1419,,16381,Pave,Norm,Norm,1969.0,Gd,2,3.0,223000,
176,97.0,10029,Pave,Norm,Norm,1988.0,Gd,2,4.0,211000,
285,35.0,4251,Pave,Norm,Norm,2006.0,Gd,2,2.0,164700,
1172,35.0,4017,Pave,Norm,Norm,2006.0,Gd,2,2.0,171900,
105,75.0,9375,Pave,Norm,Norm,2003.0,Gd,2,3.0,250000,
991,121.0,17671,Pave,Artery,Norm,1882.0,Gd,1,4.0,168000,
1162,109.0,8724,Pave,Norm,Norm,1968.0,TA,1,3.0,129000,
