Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
32,No,Travel_Rarely,1062.0,Research & Development,2.0,3,Medical,471,3,Female,75,3,1,Laboratory Technician,2,Married,1,13,3,3,8,4,3.0,8,0,0,7
48,No,Travel_Rarely,530.0,Sales,,1,Medical,473,1,Female,91,3,3,Manager,3,Married,3,21,4,2,15,3,1.0,0,0,0,0
37,No,Travel_Rarely,1319.0,Research & Development,6.0,3,Medical,474,3,Male,51,4,2,Research Scientist,1,Divorced,4,13,3,1,13,2,3.0,7,7,6,7
30,No,Non-Travel,641.0,Sales,,2,Technical Degree,475,4,Female,85,3,2,Sales Executive,3,Married,7,12,3,2,4,2,4.0,2,2,2,2
26,No,Travel_Rarely,933.0,Sales,1.0,3,Life Sciences,476,3,Male,57,3,2,Sales Executive,3,Married,1,17,3,2,8,3,3.0,8,7,7,7
42,No,Travel_Rarely,1332.0,Research & Development,2.0,4,Other,477,1,Male,98,2,2,Healthcare Representative,4,Single,3,23,4,2,14,6,3.0,1,0,0,0
21,Yes,Travel_Frequently,756.0,Sales,1.0,1,Technical Degree,478,1,Female,99,2,1,Sales Representative,2,Single,1,11,3,3,3,3,3.0,3,2,1,2
36,No,Non-Travel,845.0,Sales,,5,Medical,479,4,Female,45,3,2,Sales Executive,4,Single,4,15,3,2,7,6,3.0,1,0,0,0
36,No,Travel_Frequently,541.0,Sales,3.0,4,Medical,481,1,Male,48,2,3,Sales Executive,4,Married,4,11,3,1,16,2,3.0,13,9,1,12
57,No,Travel_Rarely,593.0,Research & Development,1.0,4,Medical,482,4,Male,88,3,2,Healthcare Representative,3,Married,2,11,3,3,15,2,3.0,3,2,1,2
40,No,Travel_Rarely,1171.0,Research & Development,10.0,4,Life Sciences,483,4,Female,46,4,1,Laboratory Technician,3,Married,3,13,3,3,10,3,3.0,7,7,1,7
21,No,Non-Travel,895.0,Sales,9.0,2,Medical,484,1,Male,39,3,1,Sales Representative,4,Single,1,24,4,3,3,3,2.0,3,2,2,2
33,Yes,Travel_Rarely,350.0,Sales,,3,Marketing,485,4,Female,34,3,1,Sales Representative,3,Single,1,13,3,2,1,2,3.0,1,0,0,0
37,No,Travel_Rarely,921.0,Research & Development,10.0,3,Medical,486,3,Female,98,3,1,Laboratory Technician,1,Married,6,20,4,2,17,3,3.0,5,4,0,3
46,No,Non-Travel,1144.0,Research & Development,7.0,4,Medical,487,3,Female,30,3,2,Manufacturing Director,3,Married,2,14,3,3,7,2,4.0,1,0,0,0
41,Yes,Travel_Frequently,143.0,Sales,4.0,3,Marketing,488,1,Male,56,3,2,Sales Executive,2,Single,1,18,3,3,8,5,3.0,8,7,7,7
50,No,Travel_Rarely,1046.0,Research & Development,10.0,3,Technical Degree,491,4,Male,100,2,3,Healthcare Representative,4,Single,6,15,3,4,20,2,3.0,4,3,1,3
40,Yes,Travel_Rarely,575.0,Sales,22.0,2,Marketing,492,3,Male,68,2,2,Sales Executive,3,Married,2,12,3,1,8,6,3.0,6,4,1,0
31,No,Travel_Rarely,408.0,Research & Development,9.0,4,Life Sciences,493,3,Male,42,2,1,Research Scientist,2,Single,0,16,3,4,3,5,3.0,2,2,2,2
21,Yes,Travel_Rarely,156.0,Sales,12.0,3,Life Sciences,494,3,Female,90,4,1,Sales Representative,2,Single,1,15,3,4,1,0,3.0,1,0,0,0
29,No,Travel_Rarely,1283.0,Research & Development,23.0,3,Life Sciences,495,4,Male,54,3,1,Research Scientist,4,Single,9,16,3,4,6,4,3.0,3,2,1,2
35,No,Travel_Rarely,755.0,Research & Development,9.0,4,Life Sciences,496,3,Male,97,2,2,Healthcare Representative,2,Single,9,19,3,3,10,5,3.0,1,1,0,0
27,No,Travel_Rarely,1469.0,Research & Development,1.0,2,Medical,497,4,Male,82,3,1,Laboratory Technician,2,Divorced,1,11,3,2,5,2,3.0,5,2,0,4
28,No,Travel_Rarely,304.0,Sales,9.0,4,Life Sciences,498,2,Male,92,3,2,Sales Executive,4,Single,1,16,3,4,7,1,,7,5,0,7
49,No,Travel_Rarely,,Research & Development,,3,Other,499,2,Male,31,2,3,Healthcare Representative,3,Single,8,24,4,3,26,2,3.0,5,2,0,0
51,No,Travel_Rarely,1178.0,Sales,14.0,2,Life Sciences,500,3,Female,87,3,2,Sales Executive,4,Married,4,11,3,3,18,2,2.0,7,7,0,7
36,No,Travel_Rarely,329.0,Research & Development,,3,Life Sciences,501,4,Female,96,3,1,Research Scientist,3,Married,4,13,3,2,6,3,3.0,2,2,2,2
34,Yes,Non-Travel,1362.0,Sales,19.0,3,Marketing,502,1,Male,67,4,2,Sales Executive,4,Single,8,13,3,2,9,3,2.0,5,2,0,4
55,No,Travel_Rarely,,Research & Development,2.0,3,Life Sciences,505,3,Female,97,3,4,Manager,4,Single,2,13,3,3,30,2,3.0,5,4,1,2
24,No,Travel_Rarely,1371.0,Sales,10.0,4,Marketing,507,4,Female,77,3,2,Sales Executive,3,Divorced,1,12,3,4,5,2,4.0,5,2,0,3
30,No,Travel_Rarely,202.0,Sales,2.0,1,Technical Degree,508,3,Male,72,3,1,Sales Representative,2,Married,1,18,3,1,1,3,3.0,1,0,0,0
26,Yes,Travel_Frequently,575.0,Research & Development,3.0,1,Technical Degree,510,3,Male,73,3,1,Research Scientist,1,Single,0,22,4,3,7,2,3.0,6,4,0,4
22,No,Travel_Rarely,253.0,Research & Development,,3,Medical,511,1,Female,43,3,1,Research Scientist,2,Married,1,13,3,4,2,1,3.0,2,1,1,2
36,No,Travel_Rarely,164.0,Sales,2.0,2,Medical,513,2,Male,61,2,3,Sales Executive,3,Married,1,13,3,2,10,2,3.0,10,9,9,0
30,Yes,Travel_Frequently,464.0,Research & Development,,3,Technical Degree,514,3,Male,40,3,1,Research Scientist,4,Single,9,23,4,3,3,4,3.0,1,0,0,0
37,No,Travel_Rarely,1107.0,Research & Development,14.0,3,Life Sciences,515,4,Female,95,3,1,Laboratory Technician,1,Divorced,1,12,3,3,18,2,2.0,18,7,12,17
40,No,Travel_Rarely,759.0,Sales,,2,Marketing,516,4,Female,46,3,2,Sales Executive,2,Divorced,7,12,3,3,8,5,3.0,5,4,1,3
42,No,Travel_Rarely,201.0,Research & Development,1.0,4,Life Sciences,517,2,Female,95,3,1,Laboratory Technician,1,Divorced,3,16,3,2,8,5,3.0,5,2,1,2
37,No,Travel_Rarely,1305.0,Research & Development,10.0,4,Life Sciences,518,3,Male,49,3,2,Manufacturing Director,2,Single,2,12,3,4,18,2,2.0,1,0,0,1
43,No,Travel_Rarely,982.0,Research & Development,,3,Life Sciences,520,1,Male,59,2,4,Research Director,2,Divorced,1,11,3,3,25,3,,25,10,3,9
40,No,Travel_Rarely,555.0,Research & Development,2.0,3,Medical,521,2,Female,78,2,2,Laboratory Technician,3,Married,6,22,4,2,20,3,3.0,1,0,0,0
54,No,Travel_Rarely,821.0,Research & Development,5.0,2,Medical,522,1,Male,86,3,5,Research Director,1,Married,4,11,3,3,24,4,2.0,4,2,1,2
34,No,Non-Travel,1381.0,Sales,4.0,4,Marketing,523,3,Female,72,3,2,Sales Executive,3,Married,9,15,3,1,6,3,,3,2,1,2
31,No,Travel_Rarely,480.0,Research & Development,7.0,2,Medical,524,2,Female,31,3,2,Manufacturing Director,1,Married,1,12,3,2,13,5,1.0,13,10,3,12
43,No,Travel_Frequently,313.0,Research & Development,,3,Medical,525,4,Male,61,3,1,Laboratory Technician,4,Married,7,20,4,1,8,1,3.0,3,2,1,2
43,No,Travel_Rarely,1473.0,Research & Development,8.0,4,Other,526,3,Female,74,3,2,Healthcare Representative,3,Divorced,4,14,3,4,8,3,3.0,5,2,0,2
25,No,Travel_Rarely,891.0,Sales,4.0,2,Life Sciences,527,2,Female,99,2,2,Sales Executive,4,Single,1,11,3,2,5,3,3.0,5,4,1,3
37,No,Non-Travel,1063.0,Research & Development,25.0,5,Medical,529,2,Female,72,3,2,Research Scientist,3,Married,3,15,3,1,15,2,3.0,13,11,10,7
31,No,Travel_Rarely,329.0,Research & Development,1.0,2,Life Sciences,530,4,Male,98,2,1,Laboratory Technician,1,Married,1,12,3,3,4,3,3.0,4,2,3,2
39,No,Travel_Frequently,1218.0,Research & Development,1.0,1,Life Sciences,531,2,Male,52,3,5,Manager,3,Divorced,1,14,3,3,21,3,3.0,21,8,1,6
56,No,Travel_Frequently,906.0,Sales,6.0,3,Life Sciences,532,3,Female,86,4,4,Sales Executive,1,Married,9,11,3,4,36,0,2.0,7,7,7,7
30,No,Travel_Rarely,1082.0,Sales,,3,Technical Degree,533,2,Female,83,3,2,Sales Executive,3,Single,0,11,3,2,6,6,3.0,5,4,4,4
41,No,Travel_Rarely,645.0,Sales,,3,Marketing,534,2,Male,49,4,3,Sales Executive,1,Married,1,16,3,3,10,2,3.0,10,7,0,7
28,No,Travel_Rarely,1300.0,Research & Development,17.0,2,Medical,536,3,Male,79,3,2,Laboratory Technician,1,Divorced,1,12,3,4,10,2,3.0,10,0,1,8
25,Yes,Travel_Rarely,688.0,Research & Development,,3,Medical,538,1,Male,91,3,1,Laboratory Technician,1,Married,5,13,3,3,6,5,3.0,2,2,0,2
52,No,Travel_Rarely,319.0,Research & Development,3.0,3,Medical,543,4,Male,39,2,3,Manufacturing Director,3,Married,2,14,3,3,28,4,,5,4,0,4
45,No,Travel_Rarely,192.0,Research & Development,10.0,2,Life Sciences,544,1,Male,69,3,1,Research Scientist,4,Married,3,21,4,4,8,3,2.0,2,2,0,2
52,No,Travel_Rarely,1490.0,Research & Development,4.0,2,Life Sciences,546,4,Female,30,3,4,Manager,4,Married,2,13,3,4,31,2,1.0,5,2,1,4
42,No,Travel_Frequently,532.0,Research & Development,,2,Life Sciences,547,1,Female,92,3,2,Research Scientist,3,Divorced,2,11,3,2,19,3,3.0,5,4,0,2
30,No,Travel_Rarely,317.0,Research & Development,,3,Life Sciences,548,3,Female,43,1,2,Manufacturing Director,4,Single,2,20,4,3,11,2,3.0,5,4,0,2
60,No,Travel_Rarely,422.0,Research & Development,7.0,3,Life Sciences,549,1,Female,41,3,5,Manager,1,Married,5,11,3,4,33,5,1.0,29,8,11,10
46,No,Travel_Rarely,1485.0,Research & Development,18.0,3,Medical,550,3,Female,87,3,2,Manufacturing Director,3,Divorced,2,14,3,3,19,5,2.0,10,7,0,8
42,No,Travel_Frequently,1368.0,Research & Development,28.0,4,Technical Degree,551,4,Female,88,2,2,Healthcare Representative,4,Married,0,11,3,4,7,4,4.0,6,5,0,4
24,Yes,Travel_Rarely,,Sales,1.0,1,Technical Degree,554,1,Female,62,3,1,Sales Representative,2,Single,1,16,3,2,6,4,3.0,5,3,1,4
34,Yes,Travel_Frequently,296.0,Sales,6.0,2,Marketing,555,4,Female,33,1,1,Sales Representative,3,Divorced,0,16,3,4,3,3,2.0,2,2,1,0
38,No,Travel_Frequently,1490.0,Research & Development,,2,Life Sciences,556,4,Male,42,3,1,Laboratory Technician,4,Married,1,23,4,3,1,3,3.0,1,0,0,0
40,No,Travel_Rarely,1398.0,Sales,2.0,4,Life Sciences,558,3,Female,79,3,5,Manager,3,Married,0,14,3,4,21,2,3.0,20,15,1,12
26,No,Travel_Rarely,,Research & Development,23.0,3,Life Sciences,560,1,Female,90,3,1,Research Scientist,4,Divorced,1,22,4,2,3,3,1.0,3,2,0,2
30,No,Non-Travel,1400.0,Research & Development,,3,Life Sciences,562,3,Male,53,3,1,Laboratory Technician,4,Married,4,15,3,3,9,3,1.0,5,3,1,4
29,No,Travel_Rarely,986.0,Research & Development,3.0,4,Medical,564,2,Male,93,2,3,Research Director,3,Married,1,18,3,3,10,2,3.0,10,2,0,7
29,Yes,Travel_Rarely,408.0,Research & Development,25.0,5,Technical Degree,565,3,Female,71,2,1,Research Scientist,2,Married,5,16,3,2,6,2,4.0,2,2,1,1
19,Yes,Travel_Rarely,489.0,Human Resources,2.0,2,Technical Degree,566,1,Male,52,2,1,Human Resources,4,Single,1,12,3,3,1,3,4.0,1,0,0,0
30,No,Non-Travel,1398.0,Sales,22.0,4,Other,567,3,Female,69,3,3,Sales Executive,1,Married,0,11,3,3,10,3,3.0,9,8,7,8
57,No,Travel_Rarely,210.0,Sales,29.0,3,Marketing,568,1,Male,56,2,4,Manager,4,Divorced,3,12,3,3,32,3,2.0,1,0,0,0
50,No,Travel_Rarely,1099.0,Research & Development,,4,Life Sciences,569,2,Male,88,2,4,Manager,3,Married,0,15,3,2,28,2,3.0,27,10,15,7
30,No,Non-Travel,1116.0,Research & Development,,3,Medical,571,3,Female,49,3,1,Laboratory Technician,4,Single,0,14,3,3,12,2,2.0,11,7,6,7
60,No,Travel_Frequently,1499.0,Sales,28.0,3,Marketing,573,3,Female,80,2,3,Sales Executive,1,Married,4,19,3,4,22,5,4.0,18,13,13,11
47,No,Travel_Rarely,983.0,Research & Development,,2,Medical,574,1,Female,65,3,2,Manufacturing Director,4,Divorced,5,13,3,3,20,2,3.0,5,0,0,4
46,No,Travel_Rarely,1009.0,Research & Development,2.0,3,Life Sciences,575,1,Male,51,3,4,Research Director,3,Married,6,13,3,3,26,2,1.0,3,2,0,1
35,No,Travel_Rarely,144.0,Research & Development,22.0,3,Life Sciences,577,4,Male,46,1,1,Laboratory Technician,3,Single,0,15,3,3,6,2,,5,4,4,3
54,No,Travel_Rarely,548.0,Research & Development,,4,Life Sciences,578,3,Female,42,3,2,Laboratory Technician,3,Single,7,11,3,3,19,3,3.0,1,0,0,0
34,No,Travel_Rarely,1303.0,Research & Development,2.0,4,Life Sciences,579,4,Male,62,2,1,Research Scientist,3,Divorced,3,12,3,3,14,3,3.0,7,3,5,7
46,No,Travel_Rarely,1125.0,Sales,,3,Marketing,580,3,Female,94,2,3,Sales Executive,4,Married,2,19,3,3,15,3,3.0,3,2,1,2
31,No,Travel_Rarely,1274.0,Research & Development,,1,Life Sciences,581,3,Male,33,3,3,Manufacturing Director,2,Divorced,1,25,4,4,13,6,4.0,13,8,0,8
33,Yes,Travel_Rarely,1277.0,Research & Development,15.0,1,Medical,582,2,Male,56,3,3,Manager,3,Married,7,12,3,4,15,2,4.0,7,6,7,7
33,Yes,Travel_Rarely,587.0,Research & Development,10.0,1,Medical,584,1,Male,38,1,1,Laboratory Technician,4,Divorced,7,13,3,1,8,2,3.0,4,3,1,3
30,No,Travel_Rarely,413.0,Sales,7.0,1,Marketing,585,4,Male,57,3,1,Sales Representative,2,Single,0,14,3,1,4,3,3.0,3,2,1,2
35,No,Travel_Rarely,1276.0,Research & Development,16.0,3,Life Sciences,586,4,Male,72,3,3,Healthcare Representative,3,Married,4,12,3,3,10,2,3.0,8,7,0,0
31,Yes,Travel_Frequently,534.0,Research & Development,20.0,3,Life Sciences,587,1,Male,66,3,3,Healthcare Representative,3,Married,3,12,3,1,12,2,3.0,1,0,0,0
34,Yes,Travel_Frequently,988.0,Human Resources,,3,Human Resources,590,2,Female,43,3,3,Human Resources,1,Divorced,9,15,3,3,11,2,3.0,3,2,0,2
42,No,Travel_Frequently,1474.0,Research & Development,5.0,2,Other,591,2,Male,97,3,1,Laboratory Technician,3,Married,4,17,3,4,8,4,,2,2,2,0
36,No,Non-Travel,635.0,Sales,,4,Medical,592,2,Male,32,3,3,Sales Executive,4,Single,1,14,3,4,10,3,2.0,10,3,9,7
22,Yes,Travel_Frequently,1368.0,Research & Development,,1,Technical Degree,593,3,Male,99,2,1,Laboratory Technician,3,Single,5,16,3,3,4,3,3.0,2,2,1,2
48,No,Travel_Rarely,163.0,Sales,2.0,5,Marketing,595,2,Female,37,3,2,Sales Executive,4,Married,2,14,3,1,14,2,3.0,9,7,6,7
55,No,Travel_Rarely,1117.0,Sales,,5,Life Sciences,597,1,Female,83,3,4,Manager,2,Single,3,23,4,4,37,2,3.0,10,9,7,7
41,No,Non-Travel,267.0,Sales,10.0,2,Life Sciences,599,4,Male,56,3,2,Sales Executive,4,Single,7,14,3,4,16,3,3.0,14,3,1,10
35,No,Travel_Rarely,,Sales,1.0,3,Marketing,600,2,Male,85,3,2,Sales Executive,3,Married,9,11,3,3,15,2,3.0,11,9,6,9
40,No,Travel_Rarely,302.0,Research & Development,,3,Life Sciences,601,2,Female,75,3,4,Manufacturing Director,3,Single,7,15,3,3,22,3,3.0,20,6,5,13
39,No,Travel_Frequently,443.0,Research & Development,8.0,1,Life Sciences,602,3,Female,48,3,1,Laboratory Technician,3,Married,1,11,3,1,8,3,3.0,8,3,0,7
31,No,Travel_Rarely,828.0,Sales,,1,Life Sciences,604,2,Male,77,3,2,Sales Executive,4,Single,4,13,3,3,10,2,4.0,6,5,0,5
42,No,Travel_Rarely,319.0,Research & Development,24.0,3,Medical,605,4,Male,56,3,3,Manufacturing Director,1,Married,1,21,4,4,10,5,2.0,10,9,5,8
45,No,Travel_Rarely,561.0,Sales,2.0,3,Other,606,4,Male,61,3,2,Sales Executive,2,Married,0,19,3,2,9,3,4.0,8,7,3,7
26,Yes,Travel_Frequently,426.0,Human Resources,17.0,4,Life Sciences,608,2,Female,58,3,1,Human Resources,3,Divorced,0,11,3,2,8,2,2.0,7,7,1,0
29,No,Travel_Rarely,232.0,Research & Development,19.0,3,Technical Degree,611,4,Male,34,3,2,Manufacturing Director,4,Divorced,4,12,3,2,8,2,4.0,3,2,1,2
33,No,Travel_Rarely,922.0,Research & Development,,5,Medical,612,1,Female,95,4,4,Research Director,3,Divorced,4,19,3,3,10,2,3.0,6,1,0,5
31,No,Travel_Rarely,688.0,Sales,7.0,3,Life Sciences,613,3,Male,44,2,3,Manager,4,Divorced,9,21,4,3,10,3,2.0,5,4,0,1
18,Yes,Travel_Frequently,1306.0,Sales,5.0,3,Marketing,614,2,Male,69,3,1,Sales Representative,2,Single,1,14,3,4,0,3,3.0,0,0,0,0
40,No,Non-Travel,1094.0,Sales,28.0,3,Other,615,3,Male,58,1,3,Sales Executive,1,Divorced,3,15,3,3,20,2,3.0,1,0,0,1
41,No,Non-Travel,509.0,Research & Development,2.0,4,Other,616,1,Female,62,2,2,Healthcare Representative,3,Single,2,17,3,1,10,3,3.0,8,7,0,7
26,No,Travel_Rarely,775.0,Sales,29.0,2,Medical,618,1,Male,45,3,2,Sales Executive,3,Divorced,5,12,3,1,8,5,3.0,0,0,0,0
35,No,Travel_Rarely,195.0,Sales,1.0,3,Medical,620,1,Female,80,3,2,Sales Executive,3,Single,1,16,3,4,5,3,3.0,5,4,0,3
34,No,Travel_Rarely,258.0,Sales,21.0,4,Life Sciences,621,4,Male,74,4,2,Sales Executive,4,Single,1,12,3,4,10,3,3.0,10,7,5,7
26,Yes,Travel_Rarely,471.0,Research & Development,,3,Technical Degree,622,3,Male,66,1,1,Laboratory Technician,4,Single,1,18,3,2,1,3,,1,0,0,0
37,No,Travel_Rarely,799.0,Research & Development,1.0,3,Technical Degree,623,2,Female,59,3,3,Manufacturing Director,4,Single,4,17,3,4,12,3,,6,5,1,2
46,No,Travel_Frequently,1034.0,Research & Development,,1,Medical,624,1,Female,86,3,3,Healthcare Representative,3,Married,5,11,3,4,28,3,2.0,2,2,1,2
41,No,Travel_Rarely,1276.0,Sales,2.0,5,Life Sciences,625,2,Female,91,3,4,Manager,1,Married,7,16,3,2,22,2,,18,16,11,8
37,No,Non-Travel,142.0,Sales,9.0,4,Medical,626,1,Male,69,3,3,Sales Executive,2,Divorced,1,13,3,4,9,6,3.0,9,5,7,7
52,No,Travel_Rarely,956.0,Research & Development,,2,Technical Degree,630,4,Male,78,3,2,Research Scientist,1,Divorced,3,12,3,2,18,3,3.0,10,9,6,9
32,Yes,Non-Travel,1474.0,Sales,11.0,4,Other,631,4,Male,60,4,2,Sales Executive,3,Married,8,12,3,4,6,2,3.0,4,2,1,2
24,No,Travel_Frequently,535.0,Sales,24.0,3,Medical,632,4,Male,38,3,1,Sales Representative,4,Married,0,13,3,3,3,3,3.0,2,2,2,1
38,No,Travel_Rarely,1495.0,Research & Development,10.0,3,Medical,634,3,Female,76,3,2,Healthcare Representative,3,Married,3,19,3,3,18,4,3.0,1,0,0,0
37,No,Travel_Rarely,446.0,Research & Development,1.0,4,Life Sciences,635,2,Female,65,3,2,Manufacturing Director,2,Married,6,12,3,2,8,2,2.0,6,5,4,3
49,No,Travel_Rarely,,Research & Development,18.0,4,Life Sciences,638,4,Male,58,2,5,Research Director,3,Divorced,1,17,3,3,31,5,3.0,31,9,0,9
24,No,Travel_Rarely,691.0,Research & Development,23.0,3,Medical,639,2,Male,89,4,1,Research Scientist,4,Married,1,11,3,2,6,3,3.0,6,5,1,4
26,No,Travel_Rarely,703.0,Sales,28.0,2,Marketing,641,1,Male,66,3,2,Sales Executive,2,Married,1,20,4,4,6,5,,5,3,1,4
24,No,Travel_Rarely,823.0,Research & Development,17.0,2,Other,643,4,Male,94,2,1,Laboratory Technician,2,Married,1,21,4,4,1,2,3.0,1,0,0,0
50,No,Travel_Frequently,1246.0,Human Resources,3.0,3,Medical,644,1,Male,99,3,5,Manager,2,Married,1,11,3,3,32,2,3.0,32,5,10,7
25,No,Travel_Rarely,622.0,Sales,,1,Medical,645,2,Male,40,3,1,Sales Representative,3,Married,1,11,3,3,7,1,3.0,7,4,0,6
24,Yes,Travel_Frequently,1287.0,Research & Development,,3,Life Sciences,647,1,Female,55,3,1,Laboratory Technician,3,Married,1,16,3,4,6,4,3.0,6,3,1,2
30,Yes,Travel_Frequently,448.0,Sales,12.0,4,Life Sciences,648,2,Male,74,2,1,Sales Representative,1,Married,1,18,3,3,1,2,4.0,1,0,0,0
34,No,Travel_Rarely,254.0,Research & Development,1.0,2,Life Sciences,649,2,Male,83,2,1,Research Scientist,4,Married,1,13,3,4,6,3,3.0,6,5,1,3
31,Yes,Travel_Rarely,1365.0,Sales,13.0,4,Medical,650,2,Male,46,3,2,Sales Executive,1,Divorced,2,17,3,3,9,2,1.0,3,1,1,2
35,No,Travel_Rarely,538.0,Research & Development,25.0,2,Other,652,1,Male,54,2,2,Laboratory Technician,4,Single,4,14,3,4,9,3,3.0,3,2,0,2
31,No,Travel_Rarely,525.0,Sales,6.0,4,Medical,653,1,Male,66,4,2,Sales Executive,4,Divorced,4,22,4,4,13,4,4.0,7,7,5,7
27,No,Travel_Rarely,798.0,Research & Development,,4,Medical,655,1,Female,66,2,1,Research Scientist,3,Divorced,0,12,3,3,6,5,2.0,5,3,0,3
37,No,Travel_Rarely,558.0,Sales,2.0,3,Marketing,656,4,Male,75,3,2,Sales Executive,3,Married,4,11,3,3,17,3,2.0,3,0,1,0
20,No,Travel_Rarely,959.0,Research & Development,1.0,3,Life Sciences,657,4,Female,83,2,1,Research Scientist,2,Single,1,13,3,4,1,0,4.0,1,0,0,0
42,No,Travel_Rarely,622.0,Research & Development,2.0,4,Life Sciences,659,3,Female,81,3,2,Healthcare Representative,4,Married,1,13,3,2,10,4,3.0,10,2,2,2
43,No,Travel_Rarely,782.0,Research & Development,6.0,4,Other,661,2,Male,50,2,4,Research Director,4,Divorced,4,14,3,3,21,3,2.0,1,0,0,0
38,No,Travel_Rarely,362.0,Research & Development,1.0,1,Life Sciences,662,3,Female,43,3,1,Research Scientist,1,Single,3,17,3,4,8,3,2.0,0,0,0,0
43,No,Travel_Frequently,1001.0,Research & Development,9.0,5,Medical,663,4,Male,72,3,2,Laboratory Technician,3,Divorced,3,13,3,2,10,3,3.0,8,7,4,7
48,No,Travel_Rarely,1236.0,Research & Development,,4,Life Sciences,664,4,Female,40,2,4,Manager,1,Married,7,11,3,1,21,3,1.0,3,2,0,2
44,No,Travel_Rarely,1112.0,Human Resources,1.0,4,Life Sciences,665,1,Female,50,2,2,Human Resources,3,Single,4,11,3,2,10,1,4.0,2,2,0,2
34,No,Travel_Rarely,204.0,Sales,14.0,3,Technical Degree,666,3,Female,31,3,1,Sales Representative,3,Divorced,1,18,3,4,8,3,3.0,8,2,0,6
27,Yes,Travel_Rarely,1420.0,Sales,,1,Marketing,667,3,Male,85,3,1,Sales Representative,1,Divorced,0,11,3,2,5,3,3.0,4,3,0,2
21,No,Travel_Rarely,1343.0,Sales,,1,Technical Degree,669,3,Male,49,3,1,Sales Representative,3,Single,1,11,3,3,3,2,3.0,3,2,1,2
44,No,Travel_Rarely,1315.0,Research & Development,3.0,4,Other,671,4,Male,35,3,5,Manager,4,Married,4,12,3,1,26,2,4.0,2,2,0,1
22,No,Travel_Rarely,604.0,Research & Development,6.0,1,Medical,675,1,Male,69,3,1,Research Scientist,3,Married,0,20,4,4,3,3,3.0,2,2,2,2
33,No,Travel_Rarely,1216.0,Sales,8.0,4,Marketing,677,3,Male,39,3,2,Sales Executive,3,Divorced,0,12,3,4,6,3,,5,0,1,2
32,No,Travel_Rarely,,Research & Development,,4,Life Sciences,679,1,Female,92,3,2,Research Scientist,4,Married,1,12,3,4,6,2,2.0,6,4,0,5
30,No,Travel_Frequently,160.0,Research & Development,3.0,3,Medical,680,3,Female,71,3,1,Research Scientist,3,Divorced,1,20,4,3,1,2,3.0,1,0,0,0
53,No,Travel_Rarely,238.0,Sales,1.0,1,Medical,682,4,Female,34,3,2,Sales Executive,1,Single,7,20,4,4,18,2,4.0,14,7,8,10
34,No,Travel_Rarely,1397.0,Research & Development,1.0,5,Life Sciences,683,2,Male,42,3,1,Research Scientist,4,Married,1,12,3,4,10,4,2.0,10,9,8,8
45,Yes,Travel_Frequently,306.0,Sales,26.0,4,Life Sciences,684,1,Female,100,3,2,Sales Executive,1,Married,2,14,3,4,5,4,3.0,1,1,0,0
26,No,Travel_Rarely,,Research & Development,6.0,3,Life Sciences,686,3,Female,71,3,1,Laboratory Technician,4,Married,1,13,3,3,3,2,3.0,3,2,0,2
37,No,Travel_Rarely,482.0,Research & Development,3.0,3,Other,689,3,Male,36,3,3,Manufacturing Director,3,Married,1,15,3,3,10,2,3.0,10,7,7,8
29,No,Travel_Rarely,1176.0,Sales,3.0,2,Medical,690,2,Female,62,3,2,Sales Executive,3,Married,1,14,3,1,6,5,2.0,6,0,1,2
35,No,Travel_Rarely,1017.0,Research & Development,6.0,4,Life Sciences,691,2,Male,82,1,2,Research Scientist,4,Single,1,13,3,2,17,3,3.0,17,11,11,8
33,No,Travel_Frequently,1296.0,Research & Development,6.0,3,Life Sciences,692,3,Male,30,3,2,Healthcare Representative,4,Divorced,3,23,4,3,15,2,1.0,13,11,4,7
54,No,Travel_Rarely,397.0,Human Resources,19.0,4,Medical,698,3,Male,88,3,3,Human Resources,2,Married,2,15,3,3,16,1,4.0,9,7,7,1
36,No,Travel_Rarely,913.0,Research & Development,9.0,2,Medical,699,2,Male,48,2,2,Manufacturing Director,2,Divorced,2,11,3,3,13,2,3.0,3,2,0,2
27,No,Travel_Rarely,1115.0,Research & Development,3.0,4,Medical,700,1,Male,54,2,1,Research Scientist,4,Single,0,13,3,4,5,0,,4,2,1,1
20,Yes,Travel_Rarely,1362.0,Research & Development,10.0,1,Medical,701,4,Male,32,3,1,Research Scientist,3,Single,1,11,3,4,1,5,3.0,1,0,1,1
33,Yes,Travel_Frequently,1076.0,Research & Development,,3,Life Sciences,702,1,Male,70,3,1,Research Scientist,1,Single,1,11,3,1,10,3,3.0,10,8,9,7
35,No,Non-Travel,727.0,Research & Development,3.0,3,Life Sciences,704,3,Male,41,2,1,Laboratory Technician,3,Married,1,18,3,3,1,3,3.0,1,0,0,0
23,No,Travel_Rarely,885.0,Research & Development,4.0,3,Medical,705,1,Male,58,4,1,Research Scientist,1,Married,2,16,3,1,5,3,4.0,3,2,0,2
