Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
F,1.2625,1.1875,0.4,31.62386725,14.4298955,6.7755305,8.68912175,8
F,1.4875,1.175,0.4125,28.78891725,13.9196045,5.40057975,8.1930055,9
F,1.125,0.9125,0.2875,16.68368075,9.015141,3.4302895,3.75630875,8
M,1.325,1.025,0.35,21.38969775,9.90815025,4.86193925,5.96756975,8
I,1.275,1.0125,0.325,16.9813505,8.68912175,3.27436725,4.20990075,8
I,1.2375,0.9375,0.2875,14.3731965,6.8322295,2.9199985,4.252425,8
F,1.3125,1.075,0.3125,23.0481435,9.39785925,4.706017,5.03203625,12
F,1.7375,1.3375,0.5,44.94813225,18.9091165,9.468733,13.3526145,11
F,1.5375,1.2375,0.4,35.5786225,16.48523425,9.05766525,9.14271375,12
I,1,0.7875,0.225,9.355335,4.2807745,1.927766,2.26796,6
M,1.2375,0.9625,0.3375,20.0997955,5.9817445,3.89805625,7.427569,12
M,1.625,1.275,0.4375,32.7436725,14.04717725,5.74077375,10.9145575,12
F,1.525,1.225,0.425,33.38153625,16.03164225,6.76135575,8.3631025,15
M,1.425,1.1375,0.3875,23.586784,10.16329575,4.932813,7.8528115,11
M,1.125,0.8375,0.35,13.551061,5.28718175,3.2601925,4.53592,11
M,1.325,1.1,0.5125,23.6718325,9.07184,6.16601625,6.9456275,14
F,1.4625,1.125,0.375,26.591831,13.2392165,5.7549485,6.3786375,7
M,1.3625,0.975,0.3375,22.21183325,11.97766375,5.14543425,4.422522,7
M,1.15,0.9,0.3375,17.30736975,5.54232725,3.0333965,6.6621325,14
F,1.1375,0.8875,0.3,12.74310025,5.0178615,2.948348,4.252425,9
I,0.9875,0.7625,0.2625,8.051258,3.21766825,1.68679525,2.67902775,8
F,1.15,0.95,0.325,18.1153305,8.50485,4.32329875,4.53592,11
F,1.525,1.2125,0.4125,30.8159065,12.06271225,6.577084,10.77281,11
I,0.8125,0.6,0.1875,4.309124,1.8427175,0.86465975,1.2757275,6
I,1.45,1.15,0.35,23.51591025,11.09882925,4.6776675,6.747181,10
M,1.2625,0.9875,0.3125,18.0019325,8.221355,4.40834725,4.9611625,9
M,1.5,1.15,0.3875,18.86659225,8.0796075,4.2240755,7.6260155,11
F,1.3,1.075,0.375,20.638436,8.561549,4.46504625,6.6621325,11
F,1.2375,0.925,0.3,16.839603,7.93786,3.118445,3.89805625,7
I,1.1875,0.9125,0.3,15.025235,7.10154975,2.76407625,4.60679375,10
M,1.7625,1.375,0.525,40.78075575,18.5689225,9.22776225,13.097469,11
F,1.375,1.075,0.375,23.81358,11.1980525,5.5281525,6.3219385,8
M,0.925,0.725,0.225,6.8322295,3.118445,1.2757275,1.9561155,10
M,0.675,0.5,0.2,3.41611475,1.31825175,0.793786,1.13398,6
I,1.225,0.9375,0.2875,15.7906715,6.44951125,3.78465825,5.00368675,8
F,1.4125,1.1,0.4,25.9397925,10.035723,5.48562825,9.07184,12
F,1.375,1.025,0.3625,23.48756075,8.77417025,5.40057975,7.087375,13
I,0.7,0.525,0.2125,3.01922175,1.1056305,0.83631025,0.850485,4
I,1.4125,1.0875,0.3625,23.94115275,11.26892625,4.479221,7.2291225,9
M,1.7125,1.275,0.4125,43.7999775,19.447757,10.70193625,11.49572225,10
M,1.6125,1.3,0.4375,46.379782,22.0842605,9.695529,12.246984,11
I,0.6875,0.5,0.1625,3.30271675,1.60174675,0.3685435,0.9922325,7
M,1.6125,1.275,0.475,42.14153175,18.27125275,8.391452,12.0485375,12
I,1.325,1.05,0.4625,21.318824,8.4765005,4.422522,5.8116475,20
M,1.4625,1.1625,0.475,33.1972645,11.07047975,6.67630725,11.3398,17
F,1.725,1.3875,0.5125,51.49686675,22.07008575,12.45960525,14.5999925,19
F,1.175,0.9,0.25,13.33843975,4.63514325,2.5231055,3.92640575,8
F,1.3375,1.05,0.375,20.87940675,7.89533575,5.273007,6.0951425,14
M,1.4625,1.15,0.375,34.189497,16.4710595,6.123492,9.1568885,10
F,1.4375,1.15,0.4625,31.014353,12.71475075,6.1518415,9.7805775,15
M,1.575,1.25,0.4625,38.612019,16.40018575,8.85921875,10.886208,10
M,1.4625,1.2,0.4625,29.48348,12.303683,7.5126175,8.0796075,10
I,0.875,0.6625,0.2,5.6699,2.551455,1.190679,1.70097,7
M,0.8875,0.6625,0.2125,5.6982495,1.9561155,1.5025235,1.97029025,8
M,1.475,1.2125,0.3,25.8263945,11.056305,5.159609,8.221355,16
M,1.6125,1.2375,0.475,43.6298805,17.33571925,11.566596,12.6155275,12
M,1.725,1.325,0.525,44.8772585,20.85105725,11.4815475,10.95708175,12
F,1.4625,1.1625,0.425,28.10852925,10.95708175,6.350288,7.5126175,12
I,0.4125,0.2875,0.0375,0.41106775,0.15592225,0.0850485,0.1417475,4
I,1.35,1.05,0.35,20.59591175,9.08601475,4.09650275,6.4920355,9
M,1.6125,1.25,0.4375,36.457457,16.00329275,8.164656,10.942907,12
M,1.5875,1.25,0.425,40.66735775,17.3215445,8.7599955,11.850091,12
M,0.875,0.6375,0.1625,5.0745605,1.99863975,1.09145575,1.70097,10
I,1.1,0.8625,0.325,12.74310025,5.9250455,2.36718325,3.798833,6
M,1.8,1.4,0.45,44.97648175,19.5895045,10.6310625,12.54465375,11
M,1.65,1.325,0.425,39.41997975,16.74037975,6.010094,12.8423235,15
I,0.9125,0.675,0.1875,6.27941425,2.6932025,1.26155275,1.984465,6
M,0.6125,0.45,0.1625,1.80019325,0.69456275,0.38271825,0.56699,4
M,1.3375,1.025,0.375,22.97726975,9.7805775,5.3013565,6.80388,11
I,0.375,0.25,0.0625,0.4252425,0.12757275,0.113398,0.1417475,2
I,0.8875,0.65,0.225,5.45727875,2.1829115,1.077281,1.8427175,8
I,0.9375,0.7125,0.225,6.7188315,3.005047,1.11980525,2.26796,8
M,1.55,1.2125,0.3875,29.7386255,13.097469,6.5487345,7.087375,10
I,0.8375,0.625,0.1875,5.17378375,1.99863975,1.247378,1.5592225,7
I,1.3375,1.025,0.325,17.22232125,7.597666,3.47281375,5.59902625,9
F,1.3625,1.075,0.35,23.586784,12.34620725,4.819415,5.6982495,9
F,1.175,0.9,0.275,14.07552675,6.7188315,3.6003865,3.685435,6
F,1.8625,1.425,0.5375,63.786375,32.78619675,12.643877,15.819021,9
M,1.0375,0.7625,0.25,9.2135875,4.422522,1.43164975,2.5798045,6
I,1.2125,0.9125,0.225,18.4555245,8.97261675,3.742134,5.10291,8
F,1.6125,1.225,0.475,37.03862175,13.5794105,10.10659675,9.7805775,18
F,1.65,1.3125,0.5125,38.73959175,14.18892475,8.2497045,11.623295,18
I,1,0.75,0.225,7.98038425,3.35941575,1.7293195,2.26796,7
M,1.3375,1.05,0.4,20.41164,7.7961125,4.649318,6.3786375,15
I,1.3375,1.125,0.3375,20.638436,8.06543275,5.23048275,7.5126175,9
M,1.1875,0.9375,0.325,14.67086625,5.88252125,3.30271675,4.819415,10
F,1.675,1.325,0.5125,39.73182425,18.2287285,6.98815175,11.793392,12
M,1.6125,1.225,0.4375,37.42134,18.49804875,6.73300625,9.59630575,11
F,1.325,1.0625,0.325,20.3265915,5.99591925,4.706017,7.2291225,13
I,0.8125,0.5,0.2,2.82077525,1.11980525,0.63786375,0.907184,8
F,1.5375,1.25,0.4125,33.35318675,13.834556,6.917278,9.7805775,17
F,1.5125,1.2125,0.4125,26.97454925,12.85649825,5.4714535,7.83863675,11
I,0.7375,0.55,0.175,3.572037,1.45999925,0.77961125,0.9922325,6
I,1.0875,0.9375,0.275,11.77921725,4.819415,2.154562,4.1106775,8
F,1.2125,0.975,0.25,15.77649675,6.27941425,3.27436725,5.2446575,9
M,1.3375,1.05,0.4,21.16290175,9.865626,4.29494925,6.19436575,10
F,1.45,1.125,0.425,27.51318975,13.08329425,6.577084,7.030676,9
M,1.5875,1.2,0.3625,33.4807595,18.8524175,6.4920355,6.3786375,10
F,1.5,1.125,0.35,23.7285315,10.489315,5.0178615,6.87475375,10
I,1.0625,0.8125,0.2875,10.44679075,4.592619,2.45223175,2.96252275,7
I,1.525,1.0625,0.3875,29.72445075,14.3731965,5.54232725,7.767763,11
F,1.4,1.075,0.3625,25.457851,11.04213025,6.59125875,6.9456275,9
M,1.5875,1.2375,0.3875,38.65454325,16.5277585,8.46232575,8.3631025,10
I,0.4125,0.3,0.125,0.5953395,0.21262125,0.12757275,0.396893,3
M,1.4875,1.15,0.35,24.153774,11.94931425,6.39281225,6.4353365,9
I,0.75,0.55,0.2,3.55786225,1.5592225,0.75126175,1.1056305,6
F,1.3125,1.1,0.375,23.88445375,10.44679075,5.62737575,6.80388,12
M,1.65,1.3625,0.4625,37.42134,15.03940975,7.47009325,12.8990225,16
M,1.4375,1.125,0.4125,26.12406425,9.28446125,6.3786375,7.257472,12
M,1.225,1.05,0.3125,17.2648455,6.7755305,4.06815325,6.23689,14
M,1.5625,1.25,0.425,31.14192575,13.16834275,6.23689,10.035723,9
I,0.7375,0.5625,0.225,3.13261975,1.14815475,0.69456275,0.907184,7
I,0.325,0.2375,0.0875,0.29766975,0.1417475,0.18427175,0.09922325,4
M,1.5375,1.1875,0.475,40.63900825,20.73765925,8.6465975,9.31281075,9
I,1.35,1.0125,0.375,21.50309575,8.7032965,5.88252125,5.386405,10
I,0.9625,0.7,0.3125,6.917278,2.891649,1.077281,2.4097075,6
M,1.2625,1,0.3375,20.4966885,10.6877615,4.2240755,5.046211,7
F,1.1625,0.875,0.3125,13.664459,6.520385,3.005047,3.10427025,6
I,1.2375,0.95,0.3,14.514944,6.6054335,3.41611475,3.855532,7
F,1.0625,0.8125,0.3375,10.829509,4.15320175,2.2396105,3.96893,12
F,1.4375,1.15,0.4125,27.14464625,13.65028425,5.51397775,6.690482,10
F,1.6875,1.375,0.4375,47.8823055,19.674553,10.5176645,13.437663,13
I,1.35,0.9875,0.3375,18.58309725,7.66853975,4.3941725,5.443104,9
F,1.7125,1.3625,0.45,50.121916,21.24795025,11.113004,13.7495075,16
M,1.2,0.9125,0.325,15.03940975,6.81805475,3.6003865,3.9405805,8
F,1.5625,1.2875,0.3875,32.98464325,13.82038125,7.3425205,10.0640725,11
I,1.175,0.9375,0.2625,13.267566,4.72019175,3.061746,4.819415,10
I,1.3375,1.0375,0.375,16.34348675,10.19164525,3.8271825,6.3786375,8
M,1.325,1.0125,0.325,20.921931,8.06543275,4.819415,5.4714535,9
M,1.025,0.75,0.25,8.5331995,3.515338,1.9561155,2.551455,9
M,1.525,1.2,0.35,30.12134375,14.628342,6.3786375,8.26387925,11
M,1.325,1.0625,0.275,20.9502805,6.7188315,4.5642695,8.3631025,13
M,1.4,1.05,0.4875,22.92057075,8.57572375,5.08873525,8.0796075,14
M,1.3,0.95,0.3375,16.51358375,7.10154975,4.43669675,4.9611625,8
F,1.525,1.225,0.425,38.20095125,19.97222275,7.087375,8.63242275,11
F,1.5375,1.175,0.3875,30.730858,16.68368075,5.9250455,6.973977,9
I,1.0875,0.825,0.275,10.77281,4.29494925,2.67902775,3.118445,7
M,1.6875,1.2875,0.3625,35.8621175,17.08057375,8.4765005,9.2135875,10
I,1.2,0.95,0.3125,14.8267885,5.96756975,2.96252275,4.9611625,15
M,1.85,1.5125,0.5,70.66112875,32.47435225,16.3009625,14.84096325,13
F,1.3875,1.075,0.35,21.38969775,9.99319875,5.20213325,5.71242425,9
I,0.8875,0.675,0.25,6.39281225,3.118445,1.190679,1.814368,7
I,1.175,0.8875,0.3125,14.1464005,5.953395,2.79242575,4.3941725,8
I,1.1875,0.9125,0.3,14.69921575,7.597666,3.10427025,3.86970675,8
F,1.325,1.0625,0.325,21.50309575,9.2135875,5.5848515,5.8116475,8
F,1.725,1.4,0.5375,48.7327905,19.27766,8.4765005,13.324265,17
M,1.45,1.1375,0.3375,22.55202725,11.4815475,4.7343665,5.783298,10
I,1.325,1.05,0.325,18.653971,8.391452,3.52951275,5.613201,8
M,1.6125,1.275,0.3875,43.6298805,18.15785475,10.16329575,12.190285,11
F,1.125,0.95,0.4125,23.14736675,7.087375,5.42892925,7.5126175,23
F,1.575,1.1875,0.375,30.390664,12.2753335,8.43397625,8.9300925,8
M,1.6,1.2625,0.3875,33.89182725,15.77649675,5.9817445,9.808927,11
I,0.7375,0.525,0.2,2.83495,1.077281,0.737087,0.8788345,8
M,1,0.775,0.275,8.901743,3.912231,1.6159215,2.83495,11
M,1.5,1.175,0.4,28.689694,12.5021295,5.71242425,8.6465975,10
F,1.2,0.975,0.3125,19.57532975,6.2085405,4.3941725,5.6699,12
I,0.5375,0.375,0.1375,1.1623295,0.4252425,0.2551455,0.35436875,3
M,1.575,1.2625,0.375,37.32211675,17.93105875,6.98815175,10.489315,11
F,1.6375,1.325,0.475,40.483086,13.9763035,9.015141,16.0174675,18
I,0.825,0.6375,0.2,5.8116475,2.53728025,1.11980525,1.5592225,7
M,0.7,0.525,0.2,3.07592075,1.1623295,0.75126175,0.97805775,7
I,1.2875,1,0.35,20.31241675,9.90815025,4.52174525,5.06038575,8
M,1.275,1,0.35,19.57532975,7.3425205,4.2807745,6.520385,10
M,0.9375,0.725,0.25,7.824462,3.33106625,1.60174675,2.4097075,9
I,0.85,0.625,0.175,6.30776375,2.948348,1.20485375,1.5592225,7
I,1.325,1.0375,0.325,19.674553,11.07047975,3.1467945,4.7343665,9
F,1.35,1.05,0.3625,24.53649225,12.23280925,4.6209685,6.16601625,10
I,0.6125,0.475,0.15,2.438057,1.190679,0.396893,0.7087375,4
M,1.5,1.1625,0.3875,35.777069,17.70426275,6.95980225,9.355335,10
I,0.825,0.575,0.2125,4.80524025,2.2396105,0.737087,1.43164975,6
M,1.6875,1.3625,0.4625,49.25725625,24.834162,8.88756825,13.2959155,13
F,1.5625,1.2875,0.375,35.19590425,14.84096325,8.68912175,10.20582,15
I,0.8375,0.6375,0.2125,5.06038575,2.0128145,1.14815475,1.5592225,9
I,1.4875,1.1875,0.3875,27.895908,13.79203175,5.216308,7.81028725,10
M,1.6375,1.3125,0.45,39.745999,17.690088,8.32057825,10.3475675,13
F,1.5375,1.2375,0.4125,33.962701,15.35125425,8.12213175,9.02931575,10
I,1.0875,0.8375,0.25,9.34116025,3.6570855,1.984465,3.118445,7
F,1.0625,0.825,0.2875,11.509897,4.63514325,2.2963095,3.84135725,8
F,0.9625,0.7625,0.3125,8.901743,4.139027,1.57339725,2.26796,10
F,1.5375,1.1875,0.4375,33.849303,15.8473705,7.3425205,8.97261675,11
F,0.725,0.5625,0.1875,3.96893,1.45999925,0.66621325,1.13398,5
M,1.6875,1.2625,0.4,43.431434,20.97863,10.1207715,10.81533425,11
I,0.825,0.6125,0.1625,4.09650275,1.644271,0.907184,1.43164975,6
M,1.4375,1.0875,0.375,22.8213475,8.3064035,4.60679375,7.654365,17
F,1.6,1.2375,0.425,34.77066175,13.891255,10.6877615,8.15048125,11
F,1.675,1.3125,0.4875,40.25629,16.2442635,10.432616,11.07047975,10
I,0.9875,0.7375,0.225,8.57572375,4.0539785,1.88524175,2.16873675,5
M,1.5125,1.225,0.35,27.65493725,11.8784405,5.839997,8.9300925,10
F,1.075,0.875,0.225,11.2547515,4.46504625,2.5231055,3.40194,9
I,0.825,0.625,0.2625,4.86193925,1.85689225,0.9922325,1.70097,7
F,1.5125,1.1875,0.4375,30.504062,13.1258185,6.22271525,9.4970825,9
F,1.225,0.925,0.2625,14.92601175,7.0590255,2.84912475,4.195726,7
M,0.925,0.6625,0.1875,6.066793,2.551455,1.4458245,1.984465,6
F,1.6125,1.275,0.3875,32.0065855,14.21727425,6.80388,9.695529,10
F,1.675,1.375,0.475,39.41997975,15.37960375,8.60407325,11.3398,12
I,1.1125,0.825,0.3,9.8372765,3.40194,2.381358,2.9766975,11
F,0.9,0.6625,0.225,6.13766675,2.721552,1.0489315,2.08368825,10
M,1.55,1.2125,0.5125,34.5580405,10.98543125,7.10154975,10.9145575,14
I,1.15,0.9,0.35,12.6722265,4.5642695,2.4664065,4.53592,9
F,1.4875,1.25,0.45,29.8520235,12.48795475,5.443104,11.056305,13
I,0.9625,0.7625,0.2375,7.144074,2.59397925,1.5592225,2.551455,14
M,1.1875,0.9125,0.35,17.50581625,5.726599,4.09650275,5.386405,16
I,1.275,1.0125,0.3,17.293195,6.4920355,3.7137845,6.6621325,11
I,1.325,1.025,0.375,17.349894,6.90310325,4.32329875,5.37223025,11
M,1.625,1.3,0.4375,35.87629225,17.4349425,7.86698625,9.525432,9
M,1.2,0.9,0.25,12.4454305,5.499803,2.8066005,3.2601925,8
M,1.5125,1.225,0.3625,36.85435,14.6566915,9.31281075,8.788345,14
M,1.475,1.1625,0.3875,32.205032,14.86931275,7.41339425,7.7961125,11
M,1.475,1.0125,0.375,24.1821235,9.241937,7.41339425,6.9456275,9
F,1.675,1.3375,0.4625,45.2741515,17.78931125,9.922325,13.324265,21
I,1.125,0.825,0.2875,10.3475675,3.96893,2.33883375,3.52951275,8
I,1.4125,1.1,0.4375,24.76328825,11.736693,5.953395,5.953395,11
M,1.7375,1.425,0.575,53.4388075,24.56484175,12.3320325,14.17475,19
F,1.2875,0.9875,0.35,19.447757,7.9662095,3.55786225,6.23689,12
F,1.3125,0.975,0.3375,17.02387475,6.42116175,3.7137845,5.953395,16
I,1.425,1.1125,0.3875,24.5790165,10.50348975,4.83358975,7.93786,9
M,1.525,1.1875,0.3875,27.8675585,12.94154675,6.463686,7.540967,10
M,1.5375,1.175,0.4375,35.210079,16.08834125,8.1363065,8.9867915,11
F,1.775,1.375,0.425,45.756093,21.0636785,9.7805775,12.757275,11
I,0.8875,0.675,0.25,6.123492,2.3530085,1.0489315,2.1262125,10
M,0.95,0.7125,0.25,7.55514175,3.2601925,1.7293195,2.1262125,11
M,1.25,1.05,0.3375,19.17843675,8.561549,4.01145425,5.85417175,9
M,1.4625,1.1875,0.375,30.1922175,15.06775925,5.6415505,8.17883075,10
I,1.3375,1,0.3625,19.9863975,8.68912175,3.86970675,6.23689,10
M,0.4875,0.3625,0.125,0.907184,0.283495,0.226796,0.340194,4
I,1.125,0.8375,0.2875,11.15552825,5.5281525,2.0128145,3.118445,7
M,1.85,1.4875,0.475,65.87006325,32.58775025,14.50076925,14.3164975,11
M,1.45,1.15,0.4125,34.79901125,13.4093135,5.57067675,12.3320325,16
M,1.775,1.3875,0.4375,60.66793,35.30930225,10.56018875,12.303683,11
F,1.2875,1.0375,0.35,19.66037825,8.83086925,4.309124,5.6699,10
F,1.4125,1.1,0.3375,23.530085,11.1413535,4.91863825,6.747181,9
I,0.5125,0.375,0.1375,1.190679,0.72291225,0.4252425,0.340194,5
I,1.3625,1.0625,0.35,23.09066775,8.6465975,6.5487345,6.917278,10
M,1.4,1.0375,0.3625,24.153774,12.190285,5.34388075,5.8116475,8
M,1.125,0.8375,0.3125,9.8939755,3.3735905,2.99087225,3.2601925,10
F,1.5375,1.1875,0.3625,27.00289875,11.09882925,5.5281525,9.07184,9
M,1.8125,1.4125,0.5375,53.6089045,19.77377625,13.39513875,16.44271,16
M,1.575,1.225,0.3875,35.50774875,17.860185,6.973977,8.1930055,9
M,1.675,1.275,0.4375,43.27551175,18.4555245,12.68640125,9.7805775,10
I,1.0125,0.75,0.2125,8.60407325,4.252425,1.43164975,2.494756,7
F,1.2875,0.9875,0.4125,21.44639675,5.40057975,4.819415,9.08601475,10
I,1.1375,0.8375,0.3375,14.2030995,7.767763,2.82077525,3.01922175,7
F,1.375,1.0875,0.425,25.060958,8.15048125,4.66349275,7.93786,14
I,0.8375,0.6375,0.2,4.762716,2.2396105,1.00640725,1.417475,5
M,1.675,1.275,0.45,47.62716,26.251637,8.43397625,11.15552825,13
I,0.9375,0.6125,0.25,11.169703,4.706017,2.5798045,3.18931875,6
M,1.175,0.9375,0.2875,12.09106175,4.77689075,2.14038725,4.252425,8
M,1.2125,0.9875,0.35,17.84601025,6.47786075,3.6003865,6.3786375,14
I,0.775,0.6,0.2625,8.17883075,3.345241,1.8427175,2.3530085,6
F,1.3125,1.0125,0.4,18.653971,7.52679225,3.18931875,6.3786375,12
M,1.1125,0.85,0.3,12.68640125,5.4714535,2.93417325,3.685435,9
I,0.75,0.55,0.2,3.4302895,1.34660125,1.190679,0.9922325,5
M,1.6375,1.45,0.5125,58.98113475,27.1871705,9.68135425,17.0380495,17
M,1.6125,1.3,0.4375,44.2535695,20.0997955,10.07824725,11.3398,8
F,1.15,0.9125,0.2875,12.71475075,4.6776675,2.3530085,4.819415,14
I,0.8125,0.6,0.1875,5.3013565,2.33883375,1.26155275,1.417475,6
F,1.5,1.1875,0.3875,30.0221205,12.5021295,5.386405,11.056305,11
M,1.4625,1.175,0.4125,39.9444455,22.6796,6.4920355,8.3631025,10
I,1.1375,0.8875,0.2,12.813974,6.13766675,2.82077525,3.5436875,9
M,1.3125,0.9125,0.425,27.22969475,12.417081,6.30776375,7.824462,10
M,1.2375,0.9875,0.3375,17.95940825,8.60407325,3.67126025,4.23825025,8
F,1.875,1.525,0.5875,71.11472075,34.926584,14.7133905,17.349894,14
I,0.5875,0.4375,0.1375,1.8994165,0.7654365,0.35436875,0.510291,6
M,1.3625,1.125,0.375,24.93338525,10.9712565,4.252425,7.44174375,11
M,1.25,0.975,0.325,20.0997955,7.7961125,4.762716,5.10291,11
I,0.1875,0.1375,0.025,0.056699,0.0283495,0.01417475,0.04252425,1
M,1.4,1.15,0.5875,23.79940525,9.42620875,4.4508715,8.6465975,12
F,0.925,0.6875,0.2,6.4353365,2.6365035,1.77184375,1.984465,8
I,1.3375,1.1375,0.35,28.39202425,15.025235,5.00368675,6.917278,9
M,1.6375,1.3,0.4125,39.95862025,16.612807,8.2497045,11.4815475,9
M,0.9875,0.7375,0.2875,8.958442,3.41611475,1.68679525,3.13261975,12
I,1.4625,1.05,0.3625,19.09338825,8.20718025,3.81300775,6.23689,9
I,1.025,0.8125,0.275,9.241937,3.75630875,2.1262125,2.8632995,8
M,1.3125,1.0625,0.3125,23.019794,11.43902325,4.83358975,5.5281525,8
F,1.5625,1.25,0.375,27.0170735,9.76640275,6.33611325,8.6465975,15
F,1.375,1.0625,0.3125,27.328918,15.52135125,4.5075705,6.0951425,8
I,0.6,0.45,0.1375,1.57339725,0.66621325,0.3685435,0.510291,4
M,1.4375,1.175,0.4125,24.1821235,8.278054,5.0745605,9.922325,16
M,1,0.7625,0.325,8.32057825,2.721552,1.91359125,2.9766975,9
F,1.5625,1.1875,0.325,24.36639525,9.05766525,5.03203625,6.80388,13
F,1.375,1.125,0.375,24.8058125,10.262519,4.97533725,7.83863675,10
F,1.4625,1.05,0.3875,27.91008275,12.530479,6.10931725,8.15048125,13
F,1.2625,1,0.4125,20.6667855,7.58349125,4.3941725,7.087375,9
I,0.95,0.6875,0.275,7.257472,3.118445,1.51669825,2.14038725,6
I,0.6375,0.4625,0.15,2.62232875,1.1056305,0.5953395,0.7087375,6
M,1.325,1.0375,0.325,23.88445375,7.7961125,5.51397775,7.5126175,20
M,0.525,0.375,0.125,1.09145575,0.43941725,0.24097075,0.283495,3
F,1.5,1.2,0.425,29.937072,12.96989625,6.90310325,8.88756825,10
F,1.1125,0.8125,0.3125,12.8990225,5.06038575,3.18931875,3.96893,9
I,1.1625,0.925,0.2875,15.138633,7.3992195,2.778251,4.0539785,7
I,1.3125,0.9375,0.3,17.90270925,8.63242275,3.231843,5.386405,9
I,0.575,0.425,0.125,1.6159215,0.737087,0.3685435,0.453592,5
I,1.4,1.1,0.35,23.3883375,11.396499,3.9405805,6.9456275,10
I,1.3875,1.075,0.3875,20.96445525,8.88756825,4.06815325,7.93786,10
M,1.0125,0.7625,0.2125,7.38504475,3.24601775,1.68679525,2.4097075,8
F,1.1,0.8875,0.2875,11.7650425,4.49339575,2.62232875,3.7137845,11
M,1.8,1.4125,0.5,59.68987225,28.8314415,10.2908685,14.004653,12
M,1.4,1.1375,0.3875,22.5945515,9.63883,5.386405,6.87475375,11
M,1.425,1.125,0.3375,28.91649,15.478827,5.783298,7.087375,9
F,0.9,0.675,0.225,5.34388075,2.39553275,1.09145575,1.5592225,5
M,1.15,0.8875,0.35,13.9196045,5.8683465,3.2601925,4.932813,10
F,1.3,1.0125,0.3125,18.24290325,6.84640425,4.91863825,5.953395,12
F,1.6,1.2625,0.475,35.02580725,12.57300325,8.80251975,10.3475675,14
F,1.1375,0.875,0.35,14.69921575,6.2652395,3.58621175,3.8271825,10
F,1.375,1.0625,0.35,26.988724,13.87708025,5.51397775,6.19436575,7
M,1.7125,1.375,0.5,50.24948875,23.0481435,10.9712565,13.891255,11
I,0.9875,0.725,0.2375,9.0434905,3.912231,2.26796,2.324659,7
M,1.6625,1.3375,0.4875,45.529297,16.31513725,10.999606,13.60776,14
M,1.1,0.85,0.2625,11.396499,3.69960975,2.70737725,4.6776675,10
M,1.4875,1.2,0.4125,35.777069,13.70698325,8.0229085,11.623295,17
I,0.8125,0.625,0.2,4.91863825,2.16873675,0.97805775,1.3891255,7
M,1.6375,1.35,0.5375,52.276478,21.04950375,9.2702865,16.5844575,22
M,1.575,1.2125,0.3625,30.107169,14.35902175,5.06038575,9.53960675,12
I,1.4625,1.125,0.3375,24.2388225,10.75863525,5.3013565,7.37087,9
M,1.375,1.0625,0.4,27.499015,8.17883075,3.9405805,13.60776,20
I,0.4625,0.3375,0.1125,0.907184,0.3118445,0.18427175,0.283495,4
F,1.225,0.95,0.325,15.2803805,6.4920355,3.84135725,4.6776675,12
F,1.7625,1.35,0.5125,49.8100715,23.43086175,11.8217415,13.0691195,9
M,1.4375,1.1375,0.4125,24.5790165,10.67358675,5.11708475,7.597666,8
F,1.4125,1.2,0.4375,27.1304715,11.01378075,6.0951425,7.7961125,18
F,1.4625,1.175,0.425,31.1561005,11.26892625,6.59125875,10.149121,20
M,1.6625,1.35,0.4375,38.1867765,14.04717725,7.200773,11.7650425,17
M,1.375,1.075,0.375,24.79163775,11.7083435,5.40057975,7.030676,9
M,1.45,1.1125,0.4,27.895908,13.891255,5.6982495,7.654365,9
F,1.7625,1.3625,0.425,44.79221,18.24290325,12.94154675,7.5126175,11
I,1.3,0.95,0.325,15.15280775,6.73300625,3.458639,4.35164825,8
I,1.4125,1.075,0.3125,18.55474775,7.98038425,3.9405805,5.953395,9
M,1.425,1.0875,0.3625,25.67047225,11.12717875,6.67630725,7.7961125,10
I,1.125,0.8875,0.275,12.99824575,5.499803,1.8994165,3.96893,8
M,0.8875,0.725,0.225,9.28446125,3.798833,2.438057,2.551455,9
F,1.45,1.15,0.3375,26.251637,11.41067375,5.896696,7.7961125,8
I,0.425,0.3125,0.1375,0.66621325,0.2551455,0.15592225,0.226796,6
M,1.5375,1.175,0.4125,31.978236,12.65805175,6.22271525,9.63883,10
F,1.5625,1.2375,0.4,34.983283,17.95940825,5.443104,9.922325,13
I,1.175,0.875,0.325,13.210867,5.23048275,2.8066005,4.1106775,11
M,1.6375,1.3,0.45,42.297454,20.36911575,10.20582,10.0640725,11
M,1.4125,1.075,0.325,22.226008,9.90815025,5.34388075,6.0384435,9
I,1.4375,1.1,0.3125,24.13959925,12.91319725,4.86193925,5.57067675,9
M,1.6125,1.25,0.475,34.8415355,14.855138,7.881161,11.1980525,17
M,0.875,0.6625,0.225,6.39281225,2.82077525,1.37495075,1.984465,7
I,1.1,0.875,0.3,10.6310625,4.03980375,2.73572675,3.2601925,9
M,1.55,1.2,0.3875,35.59279725,14.9401865,10.602713,9.00096625,11
I,1.1,0.825,0.275,10.50348975,4.37999775,2.381358,3.40194,7
M,1.575,1.2875,0.4125,38.328524,13.834556,9.8939755,12.757275,20
M,1.6,1.2375,0.4125,37.0527965,19.220961,8.278054,7.540967,11
F,1.5625,1.25,0.4125,36.514156,16.2442635,8.60407325,8.9300925,9
