Date,Close,Volume
2018-07-02,48.4606,9870932
2018-07-03,48.1742,7517541
2018-07-05,48.0161,9630476
2018-07-06,48.3816,10711984
2018-07-09,49.2904,12811694
2018-07-10,49.804,9038021
2018-07-11,49.5274,9542401
2018-07-12,49.6361,9339200
2018-07-13,50.9894,21720110
2018-07-16,50.3177,16974920
2018-07-17,50.6535,11421330
2018-07-18,50.5251,13549524
2018-07-19,50.7128,11415630
2018-07-20,50.288,11033405
2018-07-23,50.5646,8406801
2018-07-24,50.5449,9921586
2018-07-25,50.9894,11370019
2018-07-26,50.8214,11114792
2018-07-27,51.5129,15770270
2018-07-30,51.2659,14448359
2018-07-31,51.7499,9228240
2018-08-01,51.2956,11952400
2018-08-02,51.0486,13636439
2018-08-03,51.5919,8246476
2018-08-06,51.4339,6505777
2018-08-07,51.4339,5869803
2018-08-08,51.2747,7258334
2018-08-09,51.6427,7175435
2018-08-10,51.2349,10539692
2018-08-13,51.5333,7911311
2018-08-14,52.3092,9385434
2018-08-15,52.4683,9566235
2018-08-16,52.7568,8721212
2018-08-17,53.274,8166981
2018-08-20,53.6321,9791538
2018-08-21,53.7116,7990040
2018-08-22,52.5379,10369620
2018-08-23,52.3788,8567574
2018-08-24,52.4683,9850039
2018-08-27,52.6871,6443156
2018-08-28,52.7667,7171873
2018-08-29,52.9656,6604919
2018-08-30,52.8164,5576425
2018-08-31,53.1646,10892775
2018-09-04,53.2441,8235166
2018-09-05,53.5028,7966579
2018-09-06,53.9205,7803422
2018-09-07,54.567,10231692
2018-09-10,54.6765,8621174
2018-09-11,54.8257,7873859
2018-09-12,54.6765,7297268
2018-09-13,54.5969,8566607
2018-09-14,54.4576,6827670
2018-09-17,54.2786,9277192
2018-09-18,54.7759,7569586
2018-09-19,55.134,7451644
2018-09-20,56.1287,10582603
2018-09-21,57.1432,25800450
2018-09-24,56.3873,10616004
2018-09-25,56.5962,9445481
2018-09-26,56.9642,7757332
2018-09-27,57.0338,6606185
2018-09-28,56.5365,8975955
2018-10-01,55.2832,12727584
2018-10-02,55.2931,12680838
2018-10-03,55.1738,7383546
2018-10-04,55.5915,9722043
2018-10-05,55.4622,9734042
2018-10-08,56.2381,9624260
2018-10-09,57.4018,24855677
2018-10-10,55.7109,14190452
2018-10-11,54.567,15316853
2018-10-12,56.1486,13980461
2018-10-15,56.447,10175142
2018-10-16,57.5013,11731398
2018-10-17,58.7844,14631015
2018-10-18,58.3269,12184673
2018-10-19,58.3468,10180500
2018-10-22,58.5855,8680150
2018-10-23,58.496,12834169
2018-10-24,57.75,12189685
2018-10-25,58.6452,9569597
2018-10-26,57.7599,13367726
2018-10-29,58.0583,14412820
2018-10-30,58.2771,14230072
2018-10-31,57.9588,11560416
2018-11-01,58.3169,18772357
2018-11-02,63.9765,45572997
2018-11-05,64.1357,23242808
2018-11-06,65.6575,16065429
2018-11-07,67.796,16465020
2018-11-08,68.353,14081663
2018-11-09,68.2337,8637203
2018-11-12,67.5474,12789647
2018-11-13,67.05,16636978
2018-11-14,67.04,13350450
2018-11-15,67.62,15246503
2018-11-16,68.16,9287882
2018-11-19,67.91,10855387
2018-11-20,67.18,11208855
2018-11-21,66.77,10978166
2018-11-23,65.7,7779765
2018-11-26,65.69,13066763
2018-11-27,66.08,13169085
2018-11-28,66.82,12867734
2018-11-29,66.88,9605484
2018-11-30,66.72,27309197
2018-12-03,67.5,13834742
2018-12-04,66.65,13555064
2018-12-06,66.55,17222196
2018-12-07,65.47,11057454
2018-12-10,65.49,12148308
2018-12-11,65.92,10903364
2018-12-12,66.13,11116217
2018-12-13,66.91,10016213
2018-12-14,65.34,16834020
2018-12-17,64.47,15143054
2018-12-18,64.92,10523476
2018-12-19,64.06,14390146
2018-12-20,62.15,20264918
2018-12-21,61.39,23524888
2018-12-24,60.56,6323252
2018-12-26,63.08,16646238
2018-12-27,63.2,11308081
2018-12-28,63.39,7712127
2018-12-31,64.4,7690183
