User_ID|Gender|Age|Occupation|City_Category|Stay_In_Current_City_Years|Marital_Status
1000862|M|36-45|7|A|0|1
1000863|M|26-35|7|C|4+|0
1000864|F|26-35|0|B|3|0
1000867|M|46-50|12|C|1|1
1000868|M|51-55|17|C|4+|0
1000869|M|18-25|20|A|4+|1
1000870|F|26-35|1|B|4+|1
1000871|M|0-17|10|B|1|0
1000872|M|51-55|1|B|3|1
1000873|M|55+|6|C|3|1
1000875|M|0-17|10|C|4+|0
1000877|M|26-35|0|B|1|1
1000878|M|18-25|2|C|2|0
1000880|M|36-45|17|A|1|0
1000881|M|18-25|14|A|1|0
1000882|M|18-25|2|C|4+|0
1000883|F|36-45|14|C|0|0
1000884|M|0-17|10|C|3|0
1000885|M|36-45|0|A|2|0
1000886|F|55+|0|C|2|1
1000887|F|55+|16|B|3|1
1000888|F|0-17|10|C|1|0
1000889|M|46-50|20|A|1|0
1000890|M|18-25|4|C|4+|0
1000891|M|26-35|1|C|4+|0
1000892|M|36-45|0|C|1|0
1000894|M|18-25|4|C|0|0
1000895|M|51-55|1|C|1|1
1000896|M|18-25|15|C|3|1
1000897|M|26-35|6|B|4+|0
1000898|M|26-35|7|B|2|0
1000899|F|26-35|1|B|3|1
1000900|F|55+|13|C|2|1
1000901|F|55+|0|C|0|1
1000903|M|55+|13|C|2|1
1000904|M|36-45|20|B|4+|0
1000905|F|46-50|12|C|1|0
1000906|M|0-17|10|C|1|0
1000908|F|51-55|1|A|3|0
1000909|M|46-50|7|C|2|0
1000910|F|51-55|0|B|1|1
1000911|M|51-55|0|B|3|1
1000912|F|36-45|2|B|1|0
1000913|M|26-35|0|C|2|0
1000914|F|36-45|9|C|2|0
1000915|M|26-35|7|C|2|0
1000917|M|51-55|6|C|2|1
1000918|F|46-50|1|C|1|0
1000919|F|36-45|1|C|1|0
1000920|M|18-25|4|C|4+|0
1000921|M|26-35|17|B|1|0
1000922|M|55+|16|B|2|1
1000923|M|26-35|7|C|3|1
1000924|M|51-55|17|C|1|1
1000925|F|36-45|3|A|2|0
1000926|M|0-17|10|C|1|0
1000927|F|26-35|20|C|1|1
1000928|F|55+|16|C|4+|1
1000929|M|26-35|15|A|1|0
1000930|M|26-35|5|C|1|1
1000931|F|55+|1|C|0|0
1000932|F|36-45|6|C|0|0
1000933|M|46-50|1|C|3|1
1000934|F|36-45|7|A|0|0
1000936|M|18-25|4|C|4+|0
1000937|M|26-35|15|A|2|1
1000939|F|26-35|20|C|2|0
1000940|M|0-17|10|C|4+|0
1000943|F|46-50|12|C|0|1
1000944|M|36-45|0|A|3|1
1000945|M|46-50|7|C|3|0
1000949|M|51-55|17|B|4+|1
1000950|M|36-45|7|C|4+|1
1000951|M|46-50|2|B|4+|1
1000952|M|55+|16|C|0|1
1000953|M|51-55|20|B|1|1
1000954|F|26-35|0|B|1|1
1000955|F|51-55|7|B|1|1
1000956|M|36-45|1|A|3|1
1000957|M|36-45|1|C|2|1
1000958|M|36-45|2|C|3|0
1000959|M|51-55|11|C|1|0
1000960|M|0-17|10|C|4+|0
1000961|M|18-25|10|A|2|0
1000963|M|26-35|0|A|0|1
1000964|M|26-35|7|B|1|1
1000966|M|55+|2|C|4+|0
1000967|F|18-25|0|B|3|0
1000968|M|51-55|12|A|4+|1
1000969|F|26-35|11|C|3|1
1000970|M|26-35|0|B|4+|1
1000971|M|26-35|12|B|2|1
1000972|M|46-50|1|A|3|0
1000973|F|26-35|1|C|1|1
1000974|M|36-45|19|C|3|0
1000975|M|36-45|0|B|2|1
1000976|M|36-45|14|C|4+|1
1000977|M|26-35|2|C|0|0
1000978|M|18-25|0|C|1|0
1000979|M|0-17|10|A|1|0
1000980|M|26-35|6|C|2|1
1000981|M|26-35|20|B|2|1
1000982|F|26-35|9|C|4+|0
1000983|F|26-35|16|C|2|1
1000984|M|51-55|16|A|2|1
1000985|M|26-35|4|C|0|0
1000986|F|55+|0|C|1|1
1000987|F|36-45|17|C|0|0
1000988|M|51-55|11|B|4+|0
1000989|M|51-55|0|C|4+|1
1000990|M|18-25|6|C|2|0
1000991|F|26-35|9|A|3|1
1000992|F|36-45|3|B|2|0
1000993|M|26-35|0|C|1|0
1000995|F|18-25|4|C|3|0
1000996|M|26-35|17|A|4+|1
1000997|M|0-17|19|C|2|0
1000998|M|46-50|20|A|0|1
1000999|M|26-35|15|B|2|0
1001000|F|26-35|6|B|1|0
1001002|M|51-55|11|B|1|0
1001003|M|26-35|2|C|0|0
1001004|M|26-35|3|B|2|0
1001005|M|36-45|11|C|1|0
1001006|M|18-25|4|C|4+|0
1001008|M|36-45|3|C|1|0
1001009|M|51-55|7|C|1|1
1001010|M|26-35|0|A|1|0
1001011|M|26-35|8|C|4+|1
1001012|F|36-45|1|C|0|0
1001013|M|55+|13|C|1|0
1001015|M|36-45|3|A|4+|1
1001016|M|55+|16|C|3|0
1001017|M|36-45|0|B|2|0
1001018|M|18-25|4|A|4+|0
1001019|M|36-45|1|A|4+|1
1001021|M|36-45|0|C|3|0
1001022|M|26-35|3|C|2|0
1001023|M|55+|13|C|2|1
1001024|F|36-45|1|C|1|0
1001025|M|26-35|16|C|3|1
1001026|F|46-50|0|C|1|1
1001027|M|18-25|4|B|1|0
1001028|F|46-50|7|C|0|1
1001029|M|26-35|0|B|0|0
1001030|M|26-35|7|C|2|1
1001031|M|36-45|16|C|2|1
1001032|M|51-55|16|C|0|1
1001033|M|26-35|5|B|1|0
1001035|M|18-25|2|C|1|1
1001036|M|36-45|7|C|1|0
1001037|M|46-50|7|C|1|1
1001038|F|55+|15|C|2|1
1001039|F|36-45|1|C|3|0
1001040|M|26-35|11|C|1|1
1001041|M|46-50|2|B|2|0
1001042|M|36-45|5|C|3|1
1001043|F|51-55|11|C|4+|0
1001044|M|26-35|20|A|0|0
1001045|F|0-17|10|C|2|0
1001047|M|18-25|0|B|4+|0
1001048|M|36-45|6|C|4+|0
1001049|M|46-50|14|C|3|1
1001050|M|26-35|1|B|1|0
1001051|F|26-35|0|A|0|1
1001052|F|36-45|2|C|1|0
1001053|M|36-45|0|C|2|1
1001054|M|0-17|10|C|1|0
1001055|M|36-45|0|A|1|1
1001056|M|0-17|0|C|1|0
1001057|M|46-50|17|B|1|1
1001058|M|26-35|1|B|2|0
1001059|F|26-35|0|B|3|0
1001060|M|18-25|10|C|1|0
1001061|M|46-50|0|C|0|1
1001062|M|51-55|19|C|3|0
1001063|M|36-45|7|B|1|0
1001064|M|26-35|7|C|1|0
1001065|F|26-35|0|B|3|0
1001066|M|46-50|12|C|3|1
1001067|M|36-45|12|B|3|1
1001068|F|18-25|4|B|2|0
1001069|M|26-35|20|A|4+|0
1001071|M|51-55|16|C|0|0
1001072|F|36-45|7|C|2|0
1001073|F|26-35|6|C|4+|0
1001074|M|46-50|17|A|4+|1
1001075|F|26-35|6|A|1|1
1001076|F|26-35|3|C|1|1
1001077|M|26-35|3|A|1|0
1001078|F|46-50|9|C|1|1
1001079|M|26-35|7|A|0|0
1001081|M|18-25|4|C|1|1
1001083|M|55+|0|B|1|1
1001084|M|0-17|19|C|0|0
1001086|M|18-25|4|A|2|0
1001087|M|26-35|16|B|1|0
1001088|F|0-17|10|A|3|0
1001089|M|36-45|6|C|2|1
1001090|M|26-35|7|C|1|1
1001091|M|18-25|5|C|0|0
1001092|F|18-25|4|C|2|0
1001093|M|51-55|14|C|2|1
1001094|F|18-25|0|C|1|0
1001096|M|0-17|10|C|1|0
1001097|M|18-25|17|A|4+|0
1001098|M|36-45|7|C|4+|1
1001099|M|26-35|17|C|4+|0
1001100|M|26-35|0|B|0|1
1001101|M|36-45|1|A|1|0
1001102|M|18-25|1|A|2|0
1001103|F|46-50|7|C|2|0
1001104|M|36-45|11|A|1|0
1001106|M|18-25|4|C|2|0
1001107|F|51-55|1|C|1|1
1001108|M|55+|1|B|2|0
1001109|M|18-25|10|C|1|0
1001110|F|55+|6|B|3|1
1001111|F|51-55|16|C|1|1
1001112|M|18-25|6|A|4+|0
1001113|M|18-25|4|B|3|0
1001114|F|18-25|9|A|2|0
1001116|M|26-35|15|B|3|0
1001117|M|18-25|14|B|3|0
1001118|M|51-55|13|C|1|1
1001119|M|36-45|1|B|2|1
1001120|M|18-25|4|A|0|1
1001121|M|55+|7|C|4+|1
1001122|M|55+|14|C|0|1
1001124|M|26-35|2|B|4+|1
1001125|F|18-25|4|B|2|0
1001126|M|55+|16|C|0|0
1001127|M|26-35|0|C|1|0
1001128|M|26-35|1|A|2|0
1001129|M|36-45|17|C|2|0
1001130|M|18-25|7|C|1|0
1001131|M|55+|13|C|4+|1
1001132|M|18-25|12|A|1|1
1001133|M|18-25|2|C|0|0
1001134|M|18-25|20|C|1|0
1001135|M|51-55|13|C|1|1
1001136|F|36-45|7|C|3|0
1001137|M|18-25|4|B|4+|0
1001138|M|18-25|12|C|4+|0
1001139|M|26-35|1|C|2|0
1001140|F|46-50|2|B|2|1
1001141|F|26-35|3|B|1|1
1001142|M|18-25|1|B|1|0
1001143|M|51-55|7|C|4+|1
1001145|M|51-55|3|A|2|1
1001146|F|18-25|16|B|2|1
1001147|M|26-35|20|B|3|1
1001148|M|36-45|17|C|1|1
1001149|M|26-35|12|A|1|1
1001150|F|26-35|20|A|1|0
1001151|M|26-35|15|C|2|1
1001152|M|18-25|4|C|2|0
1001153|M|18-25|10|C|0|0
1001155|M|26-35|12|C|0|0
1001156|F|51-55|2|A|4+|0
1001158|F|36-45|1|C|2|1
1001159|M|18-25|0|C|3|1
1001160|M|18-25|14|C|1|0
1001161|M|26-35|0|A|1|0
1001162|F|36-45|0|B|4+|0
1001163|M|0-17|10|C|2|0
1001164|F|26-35|19|A|1|1
1001165|M|26-35|12|B|1|1
1001166|M|55+|6|C|3|1
1001168|F|26-35|0|A|1|1
1001169|M|26-35|20|B|3|0
1001170|M|55+|3|A|2|1
1001172|F|26-35|0|A|2|1
1001173|F|26-35|7|A|3|0
1001174|F|18-25|16|C|0|0
1001175|F|26-35|2|A|1|0
1001176|M|55+|1|C|1|1
1001177|F|26-35|17|C|2|1
1001178|M|55+|0|C|1|1
1001179|M|51-55|1|B|2|1
1001180|F|51-55|20|C|0|1
1001181|M|36-45|7|A|3|1
1001182|M|0-17|10|B|3|0
1001183|M|36-45|19|B|1|0
1001184|F|26-35|4|C|1|1
1001185|F|36-45|1|C|3|0
1001186|M|18-25|19|A|1|1
1001187|F|0-17|0|A|2|0
1001188|M|46-50|7|C|2|0
1001189|M|26-35|0|C|1|0
1001190|M|46-50|0|C|2|0
1001191|F|36-45|0|B|3|1
1001193|M|26-35|12|C|3|1
1001194|F|26-35|1|B|1|1
1001195|F|0-17|10|C|1|0
1001196|F|18-25|14|C|3|0
1001198|M|0-17|10|C|1|0
1001199|M|51-55|13|C|4+|1
1001201|M|18-25|4|C|4+|0
1001202|M|36-45|12|B|0|0
1001203|F|26-35|1|A|3|0
1001204|M|26-35|7|B|4+|0
1001205|F|55+|0|C|1|1
1001206|F|51-55|7|C|1|1
1001208|M|26-35|0|C|1|1
1001209|M|36-45|7|C|1|1
1001210|M|26-35|17|C|1|1
1001211|M|18-25|4|A|1|0
1001212|F|51-55|1|C|1|0
1001214|M|55+|13|C|1|1
1001215|M|36-45|17|C|0|0
1001216|M|26-35|2|A|1|1
1001217|M|26-35|12|A|3|0
1001218|M|55+|15|B|0|1
1001219|M|26-35|7|C|3|1
1001220|M|0-17|10|A|3|0
1001221|M|18-25|0|B|1|0
1001222|M|36-45|0|C|4+|0
1001223|M|26-35|2|C|4+|0
1001224|M|51-55|13|B|4+|0
1001225|M|46-50|7|C|1|1
1001226|M|18-25|20|C|2|0
1001227|M|51-55|1|B|2|0
1001228|M|26-35|1|C|4+|1
1001230|M|26-35|11|B|2|0
1001231|M|26-35|12|C|1|0
1001232|F|18-25|4|C|2|0
1001233|F|46-50|20|C|1|1
1001234|M|18-25|4|B|2|0
1001235|F|26-35|7|A|1|0
1001236|F|26-35|1|C|1|0
1001237|M|18-25|4|C|1|1
1001238|F|36-45|20|A|1|0
1001239|F|26-35|20|B|1|0
1001241|M|0-17|10|B|1|0
1001242|F|36-45|0|A|0|1
1001243|M|36-45|15|B|4+|1
1001244|M|26-35|4|A|4+|1
1001246|M|18-25|4|A|2|0
1001247|M|36-45|0|B|2|0
1001248|F|36-45|20|B|4+|0
1001249|M|36-45|2|C|2|0
1001250|M|51-55|0|C|1|1
1001251|M|26-35|7|C|0|1
1001252|M|55+|13|C|3|0
1001253|F|36-45|20|C|1|1
1001254|F|18-25|1|B|2|0
1001255|M|26-35|17|A|4+|0
1001256|M|26-35|20|B|4+|0
1001257|F|18-25|14|C|3|1
1001258|M|46-50|7|C|1|0
1001259|M|36-45|7|C|2|1
1001260|M|26-35|17|B|0|0
1001261|M|18-25|4|C|2|0
1001262|M|26-35|4|A|0|1
1001263|M|0-17|10|B|4+|0
1001264|M|26-35|1|A|3|0
1001265|F|18-25|20|B|0|1
1001266|M|26-35|4|B|0|1
1001267|M|26-35|15|C|1|0
1001268|M|51-55|2|B|1|1
1001269|F|55+|13|C|2|1
1001270|M|26-35|6|C|1|0
1001271|F|46-50|6|C|3|1
1001272|M|18-25|20|B|0|0
1001273|M|36-45|2|C|3|1
1001274|M|46-50|7|B|4+|1
1001275|M|51-55|17|C|1|1
1001276|M|36-45|17|B|2|0
1001277|F|18-25|0|C|1|0
1001278|M|18-25|4|C|3|0
1001279|M|36-45|1|A|2|0
1001280|M|0-17|10|C|1|0
1001281|M|26-35|19|C|1|0
1001283|F|18-25|1|C|3|0
1001284|M|46-50|16|A|1|1
1001285|M|36-45|4|A|0|1
1001286|M|36-45|17|A|1|0
1001287|F|51-55|7|B|3|0
1001288|F|36-45|19|C|1|0
1001289|M|46-50|6|C|0|0
1001291|F|36-45|0|A|3|0
1001292|M|26-35|7|C|3|0
1001293|M|26-35|5|C|1|0
1001294|F|51-55|20|B|4+|1
1001295|F|36-45|6|C|1|1
1001296|M|0-17|0|C|4+|0
1001297|M|26-35|7|A|4+|0
1001298|M|36-45|6|B|4+|0
1001299|M|26-35|14|B|1|0
1001300|M|0-17|10|C|3|0
1001301|F|26-35|2|C|1|1
1001302|M|18-25|4|C|2|0
1001303|M|26-35|19|A|4+|0
1001304|M|26-35|14|C|1|1
1001305|M|46-50|20|B|4+|1
1001306|M|26-35|3|B|3|0
1001307|M|55+|13|C|2|1
1001311|M|18-25|10|C|1|0
1001312|M|26-35|14|B|2|1
1001313|M|18-25|4|B|4+|1
1001314|F|18-25|4|C|0|0
1001315|M|36-45|7|C|2|1
1001316|M|51-55|2|C|2|0
1001317|M|46-50|7|B|3|1
1001319|F|26-35|3|C|2|1
1001320|M|26-35|4|A|2|0
1001321|F|26-35|14|C|3|1
1001322|M|55+|0|A|0|0
1001323|F|36-45|2|C|1|0
1001324|M|36-45|16|B|3|0
1001325|M|26-35|1|B|1|1
1001326|F|26-35|0|A|1|0
1001327|M|0-17|10|B|0|0
1001328|M|36-45|14|A|1|0
1001329|M|18-25|14|B|3|0
1001331|M|46-50|0|C|4+|1
1001332|M|26-35|7|C|3|0
1001333|M|26-35|17|A|4+|0
1001334|M|51-55|7|C|0|1
1001335|M|36-45|0|C|1|0
1001336|F|51-55|20|B|4+|1
1001337|M|55+|17|C|1|1
1001338|M|26-35|0|A|3|1
1001339|M|36-45|18|C|2|0
1001340|M|26-35|7|A|2|0
1001341|M|18-25|7|C|3|0
1001342|M|36-45|0|C|4+|0
1001343|M|36-45|14|B|3|0
1001344|F|26-35|9|C|4+|0
1001345|F|26-35|2|C|1|1
1001346|M|36-45|20|C|1|0
1001347|F|18-25|1|C|0|0
1001348|F|0-17|10|A|3|0
1001349|M|51-55|7|B|3|1
1001350|F|36-45|0|C|1|0
1001351|F|26-35|17|C|4+|1
1001352|M|36-45|20|B|2|0
1001353|M|0-17|10|C|0|0
1001354|F|26-35|2|B|3|0
1001355|F|46-50|20|A|3|0
1001356|F|18-25|4|B|2|0
1001357|M|46-50|0|C|1|1
1001358|M|36-45|17|C|1|1
1001359|M|36-45|1|C|2|0
1001360|M|26-35|20|C|1|1
1001361|F|26-35|0|A|1|0
1001362|M|36-45|12|B|0|0
1001364|F|46-50|2|A|0|0
1001365|F|0-17|10|C|3|0
1001366|M|0-17|10|C|0|0
1001367|M|26-35|12|C|1|0
1001369|M|26-35|5|B|1|1
1001370|M|36-45|2|C|2|1
1001371|F|51-55|2|A|3|1
1001372|M|0-17|10|B|1|0
1001373|F|26-35|1|A|1|0
1001374|M|51-55|1|B|3|0
1001375|F|46-50|5|B|2|1
1001376|F|46-50|1|C|1|1
1001377|M|36-45|16|B|3|1
1001378|F|46-50|7|C|3|1
1001380|M|0-17|10|C|0|0
1001381|M|18-25|11|C|1|0
1001383|F|26-35|7|A|1|0
1001384|M|18-25|10|C|1|0
1001385|F|26-35|5|C|1|1
1001386|F|26-35|0|B|1|0
1001387|F|51-55|13|B|1|1
1001388|M|55+|20|C|2|1
1001389|M|26-35|17|B|4+|1
1001390|M|36-45|16|C|3|1
1001391|M|36-45|15|C|0|1
1001392|M|46-50|3|C|1|1
1001393|M|18-25|4|B|3|0
1001395|M|26-35|2|B|1|1
1001396|F|26-35|12|A|4+|1
1001397|M|36-45|7|C|3|1
1001398|F|55+|16|C|3|1
1001399|M|18-25|17|C|1|0
1001400|M|26-35|7|B|4+|0
1001401|F|18-25|1|C|3|0
1001402|M|18-25|4|C|3|0
1001403|F|26-35|0|C|4+|1
1001404|M|51-55|16|B|1|1
1001405|M|55+|13|C|1|1
1001406|M|26-35|4|C|2|1
1001407|F|36-45|15|A|1|1
1001408|M|26-35|0|B|1|1
1001409|M|18-25|4|B|1|1
1001410|M|51-55|7|B|3|1
1001411|M|36-45|1|C|2|0
1001412|M|26-35|17|C|4+|1
1001413|M|18-25|3|B|1|1
1001414|M|18-25|4|C|4+|0
1001415|M|46-50|14|C|1|0
1001417|M|36-45|16|C|2|0
1001418|M|18-25|4|A|1|1
1001420|M|18-25|4|C|3|0
1001421|F|0-17|10|A|1|0
1001422|M|36-45|17|B|3|0
1001423|M|26-35|4|C|2|1
1001424|M|36-45|0|C|2|1
1001425|M|0-17|10|B|1|0
1001426|M|18-25|14|B|3|0
1001427|M|26-35|12|C|2|0
1001428|F|46-50|11|C|2|1
1001429|F|36-45|3|C|4+|0
1001430|M|18-25|4|B|2|1
1001432|M|36-45|1|C|2|1
1001433|F|18-25|14|C|1|0
1001434|F|0-17|10|A|0|0
1001436|F|51-55|6|B|1|1
1001437|M|51-55|3|C|4+|0
1001438|M|18-25|2|C|0|0
1001439|M|36-45|3|C|1|1
1001440|M|36-45|12|C|1|0
1001441|M|36-45|16|C|3|1
1001442|M|18-25|2|A|3|0
1001443|M|36-45|2|C|0|1
1001444|F|26-35|4|B|1|0
1001446|M|36-45|12|B|4+|1
1001447|M|18-25|4|A|0|0
1001448|F|26-35|3|A|1|0
1001449|M|36-45|20|A|1|1
1001450|M|18-25|4|B|2|1
1001451|M|36-45|20|B|0|0
1001454|M|18-25|4|C|2|0
1001455|F|46-50|0|B|1|1
1001457|M|26-35|1|B|1|1
1001458|M|0-17|0|B|2|0
1001459|F|26-35|0|C|0|0
1001460|F|18-25|4|C|3|1
1001461|F|46-50|0|B|2|1
1001463|M|51-55|16|C|4+|1
1001464|M|36-45|12|C|3|1
1001465|M|51-55|16|B|4+|1
1001466|M|18-25|4|C|3|1
1001467|M|26-35|5|C|2|0
1001468|M|0-17|14|B|1|0
1001469|M|55+|20|C|1|0
1001470|M|18-25|4|A|1|1
1001472|M|26-35|7|C|1|0
1001473|M|26-35|14|B|0|0
1001474|M|26-35|4|A|2|1
1001475|F|26-35|2|B|3|0
1001476|F|18-25|0|B|0|0
1001478|M|0-17|10|C|2|0
1001479|F|51-55|2|B|1|0
1001480|M|26-35|20|C|1|0
1001481|M|36-45|17|C|4+|0
1001482|M|26-35|7|C|3|0
1001483|M|18-25|4|B|1|0
1001484|M|26-35|12|C|1|0
1001485|F|26-35|9|C|3|1
1001486|M|26-35|16|C|4+|1
1001487|M|36-45|7|C|2|1
1001489|F|36-45|2|A|2|1
1001490|M|51-55|7|B|4+|1
1001491|M|18-25|4|B|1|0
1001492|M|26-35|12|A|0|1
1001494|M|26-35|17|C|3|1
1001495|M|18-25|0|C|1|0
1001496|M|26-35|17|A|2|0
1001497|M|51-55|5|C|1|1
1001498|M|18-25|4|A|2|0
1001499|M|0-17|10|C|1|0
1001500|M|26-35|17|A|2|0
1001501|M|26-35|11|A|3|0
1001502|M|18-25|4|C|3|0
1001503|M|26-35|12|A|2|0
1001504|M|18-25|19|A|3|0
1001505|M|51-55|11|C|3|1
1001506|M|26-35|7|C|4+|1
1001507|M|36-45|17|C|0|0
1001509|M|0-17|0|B|3|0
1001510|F|26-35|1|A|1|0
1001511|M|36-45|12|C|4+|1
1001512|M|26-35|20|C|4+|0
1001513|F|36-45|16|C|4+|1
1001514|M|18-25|4|B|4+|1
1001515|M|26-35|16|C|3|1
1001516|F|26-35|12|B|1|0
1001517|M|18-25|0|B|4+|1
1001519|M|18-25|4|C|1|0
1001520|M|26-35|17|B|1|0
1001521|F|26-35|7|C|2|1
1001523|M|26-35|17|C|0|0
1001524|M|18-25|4|B|1|0
1001525|F|26-35|16|B|3|1
1001526|M|55+|17|C|4+|1
1001527|M|18-25|10|C|1|1
1001528|M|26-35|15|C|1|0
1001530|M|26-35|4|A|1|1
1001532|M|18-25|14|C|3|0
1001533|M|46-50|1|C|0|1
1001535|F|18-25|20|C|3|0
1001536|F|36-45|3|C|3|0
1001538|M|26-35|3|C|2|0
1001540|M|46-50|0|A|4+|1
1001541|M|55+|17|C|3|1
1001542|M|18-25|17|C|4+|0
1001543|M|26-35|11|C|2|0
1001544|M|26-35|12|B|2|0
1001545|M|26-35|20|A|1|0
1001546|M|26-35|4|A|4+|1
1001547|M|55+|13|A|4+|1
1001548|M|36-45|1|A|3|0
1001550|M|18-25|4|C|1|0
1001551|M|26-35|11|B|1|1
1001552|M|46-50|20|B|1|1
1001553|F|26-35|15|C|0|0
1001554|F|36-45|12|C|3|1
1001555|F|18-25|0|B|0|1
1001556|M|18-25|4|A|3|1
1001557|F|18-25|4|C|1|0
1001560|F|26-35|3|B|2|0
1001561|F|18-25|4|C|2|0
1001562|M|18-25|20|C|1|1
1001563|F|0-17|10|B|0|0
1001564|M|51-55|1|C|1|1
1001565|M|46-50|17|B|1|1
1001567|M|26-35|12|B|1|0
1001569|F|55+|13|C|1|1
1001570|M|18-25|17|B|1|1
1001571|M|26-35|20|B|1|1
1001572|F|26-35|3|C|3|1
1001574|M|26-35|6|C|1|1
1001575|F|51-55|7|C|4+|1
1001576|F|46-50|9|B|3|1
1001577|M|55+|0|C|1|1
1001578|M|18-25|4|B|1|1
1001579|M|26-35|0|A|0|0
1001581|F|18-25|4|B|4+|1
1001582|M|18-25|0|C|1|0
1001583|M|36-45|6|B|0|0
1001584|M|26-35|19|B|4+|0
1001585|M|55+|20|C|1|1
1001586|M|46-50|7|B|2|1
1001587|F|26-35|3|B|3|0
1001588|M|26-35|11|B|1|0
1001589|M|26-35|0|B|1|0
1001590|M|36-45|1|C|0|0
1001591|M|51-55|7|C|1|1
1001592|M|36-45|7|B|4+|1
1001593|M|26-35|16|C|1|1
1001594|F|36-45|20|B|1|0
1001595|M|36-45|1|C|3|0
1001597|M|26-35|12|B|1|1
1001598|M|36-45|13|C|0|0
1001599|M|26-35|0|A|1|0
1001600|M|36-45|7|B|1|1
1001601|M|26-35|12|C|2|0
1001602|F|26-35|7|C|2|1
1001603|F|26-35|0|C|4+|1
1001605|F|18-25|0|B|1|0
1001606|F|36-45|3|A|4+|0
1001607|M|46-50|1|A|2|1
1001608|M|26-35|11|B|1|1
1001609|F|36-45|9|B|3|0
1001610|M|26-35|11|B|1|1
1001611|M|26-35|0|B|1|0
1001612|M|26-35|17|C|1|0
1001613|M|18-25|20|A|1|0
1001614|M|36-45|0|B|1|1
1001616|M|26-35|0|C|0|1
1001617|M|26-35|12|C|3|0
1001618|M|51-55|0|C|4+|1
1001619|M|51-55|3|C|1|1
1001620|M|26-35|20|B|1|0
1001622|M|18-25|4|B|0|0
1001623|M|51-55|15|C|2|0
1001624|M|26-35|0|B|1|1
1001625|M|46-50|0|C|0|1
1001626|M|18-25|4|B|0|1
1001627|M|18-25|17|A|3|1
1001628|M|18-25|20|B|1|0
1001629|M|18-25|4|B|1|1
1001630|M|46-50|17|C|1|0
1001631|F|51-55|0|C|4+|0
1001632|M|26-35|16|B|1|0
1001634|F|55+|0|C|4+|0
1001635|M|26-35|0|B|1|0
1001636|F|26-35|19|C|0|0
1001637|M|55+|0|B|2|1
1001639|M|26-35|17|B|1|0
1001640|M|36-45|17|C|1|0
1001641|M|26-35|0|C|4+|0
1001642|M|51-55|13|C|1|0
1001643|M|46-50|2|C|4+|0
1001644|M|18-25|12|A|2|0
1001645|F|18-25|9|B|1|1
1001646|M|26-35|20|B|1|1
1001647|M|18-25|18|B|0|0
1001648|M|51-55|14|B|3|1
1001649|M|18-25|19|C|2|1
1001650|M|26-35|19|C|1|0
1001651|M|26-35|12|C|1|0
1001654|F|46-50|0|A|0|1
1001655|M|18-25|4|C|2|1
1001656|M|26-35|17|B|3|0
1001657|F|46-50|0|B|1|1
1001658|F|36-45|6|B|2|0
1001659|F|18-25|9|C|4+|1
1001660|F|26-35|2|C|2|1
1001663|M|18-25|4|C|2|1
1001665|M|46-50|17|B|2|0
1001666|M|26-35|14|B|3|0
1001667|M|51-55|16|B|4+|0
1001668|M|36-45|2|C|2|1
1001669|F|26-35|17|B|1|1
1001670|F|55+|13|C|1|1
1001671|M|36-45|0|B|2|0
1001672|M|26-35|17|C|1|0
1001673|M|0-17|10|C|1|0
1001675|F|26-35|6|B|1|1
1001676|M|18-25|4|B|4+|0
1001677|M|18-25|14|C|2|0
1001678|F|18-25|17|C|1|0
1001679|M|26-35|12|B|4+|1
1001680|M|26-35|20|A|3|1
1001681|M|18-25|4|A|1|0
1001682|M|26-35|2|A|3|1
1001683|F|26-35|7|C|3|0
1001684|M|18-25|3|B|2|0
1001685|M|36-45|12|B|1|0
1001686|M|36-45|12|B|1|0
1001687|M|26-35|3|A|1|0
1001688|F|18-25|4|C|4+|0
1001691|F|26-35|17|C|2|1
1001692|M|36-45|20|A|4+|1
1001693|M|26-35|12|C|1|1
1001694|M|26-35|12|B|3|1
1001695|M|26-35|1|C|1|1
1001696|M|36-45|7|C|1|0
1001697|F|18-25|4|B|3|0
1001699|F|26-35|19|A|0|0
1001700|M|26-35|20|B|4+|0
1001701|F|26-35|4|B|1|0
1001702|M|18-25|10|C|2|0
1001703|M|18-25|15|C|2|0
1001704|M|26-35|4|C|4+|0
1001705|F|18-25|4|C|2|0
1001706|M|26-35|20|B|1|1
1001707|M|51-55|1|C|0|1
1001709|M|26-35|0|C|1|1
1001710|M|18-25|0|A|3|0
1001711|F|18-25|4|C|3|0
1001712|M|26-35|0|B|4+|0
1001713|M|26-35|0|C|3|0
1001714|M|26-35|17|C|0|1
1001715|M|26-35|16|C|2|1
1001716|M|26-35|0|B|0|0
1001717|F|51-55|6|B|1|0
1001718|M|18-25|4|C|2|1
1001719|M|18-25|16|C|2|1
1001720|M|18-25|4|C|1|1
1001721|M|18-25|19|C|3|0
1001722|M|36-45|0|C|4+|0
1001723|M|36-45|17|C|0|1
1001724|M|18-25|4|C|3|0
1001726|M|26-35|2|B|1|1
1001727|M|36-45|16|B|2|1
1001728|M|18-25|4|C|2|0
1001729|M|26-35|7|B|0|1
1001731|F|18-25|0|C|2|0
1001732|M|18-25|4|C|1|1
1001733|M|18-25|14|B|0|1
1001734|M|46-50|17|B|2|1
1001735|M|18-25|20|B|1|1
1001736|M|55+|8|C|2|1
