Product_ID;Product_Category_1;Product_Category_2;Product_Category_3
P00250942;11;16.0;
P00265442;5;;
P00006842;5;;
P00156842;4;5.0;
P00075442;5;11.0;
P00217342;1;15.0;
P00195042;6;8.0;14.0
P00253542;8;;
P00324642;8;;
P00228342;1;13.0;16.0
P0098742;8;;
P00026642;8;;
P00296242;8;;
P00144042;2;3.0;4.0
P00040942;16;;
P00043842;8;13.0;14.0
P00032142;5;11.0;
P00000542;5;;
P00035642;8;;
P00291242;8;;
P00198842;8;14.0;
P00256342;5;;
P00298442;16;;
P00191942;2;3.0;4.0
P00230942;5;14.0;
P00305342;5;;
P00157142;11;16.0;
P00256842;5;;
P00002042;1;;
P00294242;4;5.0;
P00193642;2;3.0;4.0
P00109542;8;14.0;17.0
P00169442;8;;
P00022142;1;;
P00231242;16;;
P00299142;5;;
P00337542;5;14.0;
P00065042;5;15.0;
P00148442;2;16.0;
P00349242;8;;
P00289842;1;16.0;
P00033942;5;;
P00190542;3;4.0;
P00207942;6;8.0;
P00164842;5;16.0;
P00266442;5;;
P00346242;1;15.0;
P00103242;8;;
P00061542;5;;
P00209142;5;8.0;
P00052442;5;8.0;
P00116542;5;17.0;
P00325742;2;9.0;
P00340042;5;8.0;
P00221742;1;8.0;
P00241742;5;;
P00018842;8;;
P00297742;8;17.0;
P00168142;8;;
P00106042;5;;
P00163442;6;8.0;13.0
P00237842;5;;
P00300042;16;;
P00196542;5;8.0;14.0
P00273942;5;12.0;
P00272842;5;14.0;
P00116042;8;;
P00012142;5;;
P00104942;5;;
P00117242;8;17.0;
P00085642;5;14.0;
P00123842;11;15.0;
P00300242;8;;
P00108642;8;;
P00101742;12;14.0;
P00367942;5;;
P00209642;15;16.0;17.0
P00085342;10;13.0;
P00111942;8;17.0;
P00283142;13;14.0;16.0
P00186642;2;4.0;15.0
P00177142;8;13.0;
P00350142;8;17.0;
P00123742;11;;
P00338842;11;16.0;
P00368442;11;;
P00316842;4;5.0;
P00320042;1;8.0;
P0095642;5;;
P00206342;5;8.0;
P00316442;5;14.0;
P00218742;5;;
P00124942;11;;
P00267242;11;;
P00193942;11;;
P00180542;11;;
P00226842;11;;
P00204742;8;;
P00285242;17;;
P00232642;8;;
P00282342;2;;
P00257842;11;;
P00303942;8;13.0;
P00212442;11;16.0;
P00354842;8;;
P00223142;5;;
P00191342;2;4.0;9.0
P00015842;1;14.0;16.0
P00330242;5;;
P00310342;6;8.0;
P00006942;1;5.0;6.0
P00296142;5;;
P00015742;7;;
P00280842;1;8.0;
P00253142;1;2.0;5.0
P00012242;2;4.0;9.0
P0096842;3;4.0;12.0
P00145142;5;;
P00054342;7;;
P00223742;2;4.0;8.0
P00150842;11;13.0;16.0
P00232042;11;;
P00177542;1;8.0;
P00359742;1;5.0;
P00210042;8;14.0;
P00297342;5;;
P00206042;5;;
P00294842;8;;
P00059642;1;2.0;3.0
P00368142;2;15.0;
P00327642;18;;
P00126542;8;;
P00088442;8;;
P00176142;8;;
P00040142;5;;
P00321042;1;17.0;
P00252742;8;;
P00056542;8;13.0;
P00022742;8;;
P00120742;8;12.0;17.0
P00054242;1;6.0;14.0
P00295742;8;;
P00336942;5;;
P00136842;1;8.0;16.0
P00304042;5;;
P00127042;4;5.0;
P00166042;5;;
P00315842;5;;
P00271542;18;;
P00311342;17;;
P00088042;1;2.0;
P00256442;5;;
P00215042;5;;
P00353142;5;;
P00276242;8;17.0;
P00031742;8;;
P00176642;6;8.0;
P00174042;4;5.0;
P00029142;8;;
P00070942;3;5.0;16.0
P00211442;8;;
P0099242;8;14.0;
P00034342;5;;
P00024942;5;;
P00246642;15;;
P00074642;5;9.0;14.0
P00105342;1;2.0;15.0
P00319142;5;14.0;
P00329242;5;14.0;
P0094342;4;5.0;18.0
P00280242;5;;
P00151042;5;;
P00000342;5;14.0;
P00211542;5;;
P00218942;5;;
P00278242;1;;
P00284842;1;8.0;17.0
P00102142;13;16.0;
P00175642;8;;
P00222842;8;;
P00054942;5;8.0;
P00002442;8;15.0;
P00026742;8;11.0;
P00018642;8;;
P00054042;18;;
P00228642;5;18.0;
P0098442;7;8.0;
P00106642;7;;
P00114442;5;6.0;
P00228042;5;;
P00053742;5;14.0;
P0094742;2;4.0;5.0
P00036442;16;;
P00064142;16;;
P00021942;8;16.0;
P00221242;1;17.0;
P00113842;6;8.0;16.0
P00133842;8;;
P00067142;5;;
P00191242;3;4.0;12.0
P00253242;5;;
P00197042;5;;
P00196642;8;14.0;
P00195542;2;12.0;
P00236942;12;;
P00190442;4;12.0;
P00294442;3;4.0;12.0
P00179842;11;;
P00237642;5;14.0;
P00302342;8;;
P00221842;1;8.0;
P00174242;15;16.0;
P00226342;11;15.0;
P00119842;7;17.0;
P00230342;5;14.0;
P00224342;8;;
P00037342;8;11.0;
P00184642;8;14.0;
P00138342;8;14.0;
P00188242;8;14.0;
P00137142;13;;
P00238742;13;;
P00220742;2;4.0;9.0
P00022442;8;16.0;
P00183342;5;15.0;18.0
P00189242;5;;
P00232842;8;;
P00026242;8;;
P00075542;8;13.0;
P00224242;8;;
P00368642;11;15.0;
P00186542;2;4.0;8.0
P00317142;2;15.0;
P00309942;5;;
P00184042;1;8.0;
P00029442;8;14.0;
P00226942;11;;
P00050842;6;16.0;
P00334042;1;11.0;15.0
P00081842;8;;
P00157342;8;;
P00215642;8;;
P00002242;6;8.0;16.0
P00041342;11;15.0;16.0
P00039742;5;;
P00139542;5;;
P00216442;5;;
P00266942;8;13.0;14.0
P00040342;18;;
P00074042;16;;
P00049242;5;;
P00140442;1;6.0;14.0
P00269242;11;13.0;
P00155342;5;13.0;
P00252942;2;5.0;
P00190342;4;12.0;
P00187942;4;8.0;
P00020242;8;14.0;
P00212142;8;;
P00195742;3;4.0;
P00261842;2;14.0;
P00221142;1;;
P00059142;8;14.0;
P00280142;5;11.0;
P00023342;3;4.0;5.0
P00184742;11;16.0;
P00259842;1;14.0;16.0
P00157942;8;;
P00299442;3;4.0;
P00013642;8;14.0;
P00217442;1;2.0;11.0
P00000442;5;8.0;
P0094442;18;;
P00331042;5;8.0;
P0096142;3;4.0;
P00368042;2;15.0;
P00113442;3;5.0;
P00069342;5;;
P00188042;5;;
P00360542;16;;
P00200242;8;10.0;16.0
P00334642;1;8.0;14.0
P00086142;5;;
P00209942;5;8.0;
P00226542;1;5.0;
P00316942;4;5.0;
P00233042;1;8.0;
P00142342;5;;
P00362842;5;18.0;
P00199342;2;9.0;15.0
P00044942;1;2.0;
P00191042;3;4.0;
P00004542;5;8.0;
P00126842;8;;
P00044542;8;18.0;
P00025642;4;8.0;
P00052542;8;;
P00212042;13;15.0;
P00264042;4;;
P00185542;4;5.0;
P00124042;11;;
P00173042;13;15.0;16.0
P00233742;1;15.0;
P00178842;2;4.0;9.0
P00235842;11;15.0;16.0
P00233642;1;15.0;
P00363342;15;;
P00224042;8;;
P00337842;5;;
P00261542;16;;
P00235542;11;16.0;
P00207442;16;;
P00210342;3;4.0;
P00044242;2;4.0;8.0
P00302442;5;6.0;
P00005342;4;5.0;
P00220042;5;8.0;
P00170242;2;3.0;4.0
P00201042;8;;
P00020442;8;;
P00010942;1;2.0;6.0
P00192842;5;14.0;
P00222442;5;;
P00189542;8;17.0;
P00228442;1;17.0;
P00247142;8;15.0;16.0
P00351042;5;;
P00100742;5;17.0;
P00357042;5;;
P00113042;11;16.0;
P00030442;5;;
P00315542;5;;
P00086742;5;;
P00022342;8;16.0;
P00116942;6;10.0;16.0
P00172142;8;;
P00110042;5;14.0;
P00142042;8;;
P00158742;5;8.0;
P00332942;5;8.0;
P00332042;8;16.0;
P00018542;16;;
P00007942;8;;
P00149442;1;8.0;16.0
P00029942;8;;
P00208542;8;;
P00257042;5;14.0;
P00176742;8;14.0;
P00344442;5;8.0;14.0
P00083342;5;8.0;14.0
P00189142;8;;
P00164942;1;8.0;
P00343942;7;;
P00163242;1;8.0;14.0
P00185442;15;;
P00046042;5;17.0;
P00070742;5;;
P00080642;1;16.0;
P00328742;1;17.0;
P00079642;8;;
P00065442;8;16.0;
P00058242;3;4.0;12.0
P00078642;4;5.0;
P00215742;5;16.0;
P00189342;5;;
P00116242;8;15.0;
P00101442;2;8.0;
P00230642;5;;
P00177242;12;;
P00336042;5;12.0;
P00233942;1;15.0;
P00032342;11;15.0;
P00124342;11;;
P00078442;8;;
P00302142;5;14.0;
P00175242;2;;
P00177742;8;;
P00344342;8;14.0;
P00298542;16;;
P00191642;3;4.0;12.0
P00257542;5;;
P00108842;5;15.0;
P00354142;6;8.0;
P00360942;8;;
P00286342;7;;
P00299542;8;;
P00066242;1;2.0;5.0
P00271442;18;;
P00081542;5;;
P00086642;8;;
P00046842;8;16.0;
P00358142;8;14.0;
P00124742;10;16.0;
P00177842;8;;
P00354942;8;;
P00335942;8;;
P00314942;8;;
P00347042;8;;
P00328642;8;16.0;
P00239342;8;;
P00195342;2;5.0;
P00342742;8;14.0;
P00004342;8;;
P00258842;5;;
P00258942;5;11.0;
P00225642;11;15.0;
P00252142;8;;
P00118642;1;8.0;14.0
P00108442;5;;
P00251842;1;15.0;16.0
P00089942;8;;
P00175442;8;;
P00256942;8;;
P00118942;8;;
P00108942;8;;
P00237942;8;;
P00183542;4;5.0;
P00080042;5;14.0;
P00040042;5;;
P00008742;5;;
P00009242;8;;
P00027442;8;16.0;
P00324842;8;;
P00046442;8;;
P00186842;3;4.0;
P00193742;8;15.0;
P00321842;8;;
P00283542;5;;
P00265642;8;;
P00179342;11;;
P00265842;5;;
P00039542;8;;
P00052042;1;;
P00346842;11;;
P00017442;8;14.0;
P00350642;8;;
P00348342;8;17.0;
P00125642;5;14.0;
P0097742;8;;
P00034142;8;13.0;16.0
P00165642;1;8.0;16.0
P00075342;1;2.0;16.0
P00358942;11;15.0;
P00219142;5;;
P00219042;5;;
P00247942;5;14.0;15.0
P00064242;5;;
P0096742;2;4.0;12.0
P00187342;4;5.0;15.0
P00310842;6;8.0;10.0
P00362642;8;18.0;
P00261242;1;17.0;
P0095742;4;5.0;
P00133642;5;;
P00267642;8;;
P00150042;8;;
P00274542;6;16.0;
P00025142;13;16.0;
P00200342;16;;
P00286742;1;16.0;
P00150442;5;;
P00286642;11;14.0;
P00324542;5;8.0;
P00045142;1;2.0;6.0
P00183642;4;5.0;9.0
P00262442;4;5.0;
P00020542;18;;
P00035142;1;5.0;
P00273542;8;14.0;
P00234642;1;6.0;8.0
P00006042;8;16.0;
P00028342;16;;
P00207342;5;8.0;14.0
P00278442;11;;
P00034242;5;8.0;14.0
P00254942;16;;
P00158842;8;14.0;
P00036742;1;16.0;
P00156042;8;;
P00283342;5;14.0;
P00220642;8;;
P00254342;5;11.0;
P00086842;14;16.0;
P00038142;1;5.0;8.0
P00036142;5;;
P00269642;11;16.0;
P00269742;11;16.0;
P00285342;5;8.0;
P00149342;13;16.0;
P00202242;10;16.0;
P00170542;5;8.0;
P00017242;11;;
P00088742;5;;
P00364142;8;;
P00294142;5;8.0;15.0
P00053342;1;2.0;4.0
P00151242;5;8.0;16.0
P00259942;16;;
P00356442;18;;
P00024842;8;;
P00103342;8;;
P00035042;5;8.0;14.0
P00184542;8;13.0;
P00290042;8;;
P00086242;10;;
P00316242;5;;
P00294042;8;14.0;
P00092942;8;17.0;
P00322142;1;14.0;
P00017642;1;4.0;
P00033542;5;;
P00273742;1;17.0;
P00259242;5;;
P00109742;8;;
P00287242;5;;
P00002342;16;;
P00121242;2;;
P00068142;5;;
P00146042;1;13.0;15.0
P00182542;5;11.0;
P00251442;5;;
P00169142;5;8.0;
P00233142;1;11.0;15.0
P00190942;3;4.0;
P00297842;1;;
P00004442;1;2.0;
P00077842;5;12.0;
P00263442;16;;
P00170942;5;8.0;14.0
P00146842;6;8.0;16.0
P00281042;5;;
P00308242;5;8.0;14.0
P00196442;5;;
P00051842;4;8.0;
P00202142;8;16.0;17.0
P00292042;8;;
P00190842;2;5.0;12.0
P00113742;5;14.0;
P00180242;11;;
P00149642;5;14.0;
P00084142;5;12.0;
P00240042;5;;
P00145742;1;2.0;
P00084542;5;;
P00346742;11;16.0;
P00269442;11;15.0;
P00151942;11;;
P00342442;11;15.0;16.0
P00240542;5;11.0;
P00332842;4;5.0;
P00183842;4;9.0;12.0
P00152242;14;16.0;
P00076042;8;;
P00204242;6;8.0;
P0095242;4;5.0;
P00185642;4;5.0;
P00082742;4;8.0;9.0
P00327542;5;;
P00319842;3;5.0;
P00171642;5;8.0;14.0
P00198942;5;;
P00367742;11;15.0;
P00322542;8;;
P00225142;8;14.0;
P00043642;5;;
P00046942;16;;
P00210642;8;14.0;
P00272142;8;;
P00170142;8;;
P00213142;7;;
P00240342;2;15.0;
P00347742;7;;
P00218042;5;;
P00119442;5;;
P00043142;5;14.0;
P00155942;8;17.0;
P00049042;8;;
P00079842;6;8.0;
P0097042;6;;
P00199642;16;;
P00231442;5;;
P00357742;4;;
P00187042;2;4.0;5.0
P00146342;5;14.0;
P00009042;8;16.0;
P00005142;5;;
P00017142;5;;
P00084042;12;14.0;
P00344542;16;;
P00059042;5;;
P00208142;8;;
P00284942;16;;
P00287442;8;;
P00235342;11;;
P00018042;15;16.0;
P00226242;11;15.0;
P00105242;11;;
P00364842;5;16.0;
P00242542;5;8.0;14.0
P00159142;7;;
P00342142;11;15.0;16.0
P00365642;5;8.0;
P00007542;15;16.0;
P00181442;11;;
P00281142;11;15.0;
P00236342;5;14.0;
P00268242;5;14.0;
P00043742;5;8.0;
P00033742;8;12.0;
P00236042;5;;
P00351242;3;4.0;5.0
P00065742;6;;
P00267342;1;2.0;5.0
P00183942;3;4.0;
P00359642;11;;
P00067842;6;10.0;16.0
P00170842;2;5.0;
P00061842;5;;
P00158442;5;;
P00162242;1;8.0;
P00138442;1;2.0;16.0
P00007242;8;12.0;
P00220942;18;;
P00070442;1;15.0;
P00084942;5;8.0;
P00112842;8;17.0;
P00369142;15;16.0;
P00041442;13;14.0;16.0
P00183042;15;16.0;
P00233242;15;;
P00333742;11;15.0;
P00333842;11;15.0;
P00249342;5;;
P00354542;5;;
P00122342;5;;
P00035942;1;5.0;18.0
P00324342;8;14.0;
P0098142;8;14.0;
P00276842;5;14.0;
P00320542;8;14.0;
P00135042;14;;
P00083742;2;17.0;
P00134442;17;;
P00032742;8;17.0;
P00296542;8;;
P00083642;8;;
P00033842;8;;
P00011742;8;;
P00046342;5;8.0;
P00232242;11;;
P00216242;3;4.0;5.0
P00151142;6;16.0;
P00321542;5;;
P00350242;5;14.0;
P00015042;8;17.0;
P00165842;14;;
P00295042;1;8.0;
P00227342;11;;
P00186442;5;;
P00355742;3;4.0;
P00177042;8;;
P00220542;8;;
P00327142;8;15.0;
P0094842;4;8.0;
P00147842;8;;
P00227142;5;;
P00092442;2;4.0;
P00339842;1;14.0;15.0
P00129242;5;;
P00176542;8;14.0;17.0
P00338942;1;8.0;17.0
P00226642;5;6.0;
P00232442;5;;
P00015242;5;17.0;
P00271242;8;14.0;
P00041242;8;14.0;
P00134542;5;14.0;
P00180742;11;;
P00205142;8;;
P00039442;11;16.0;
P00170342;1;15.0;
P00291342;8;;
P00134142;5;;
P00176242;8;;
P00347642;1;6.0;
P00291442;5;8.0;
P00240842;8;;
P00357642;5;;
P00167742;7;12.0;
P00357142;8;;
P00132642;1;;
P00069542;5;;
P00148542;1;16.0;17.0
P00030742;1;;
P00361642;5;;
P00285042;16;;
P00257442;16;;
P00356042;1;15.0;
P00045442;5;;
P00193842;11;16.0;
P00262342;15;16.0;
P00112242;5;8.0;14.0
P00055242;11;;
P00037442;18;;
P00088342;8;14.0;
P00313742;18;;
P00369042;8;16.0;
P00367642;5;;
P00287942;8;14.0;
P00242342;8;;
P00224742;8;;
P00057042;5;8.0;
P00001442;8;;
P00212842;8;16.0;
P00293842;1;2.0;9.0
P00337442;5;;
P00306042;2;8.0;
P00053142;1;;
P00213542;11;;
P00061342;3;4.0;12.0
P00215242;1;2.0;8.0
P00006542;15;16.0;
P00000942;1;;
P00229642;8;11.0;16.0
P00174542;11;15.0;
P00137442;8;12.0;
P00271342;8;14.0;
P00271942;5;8.0;
P00121542;8;15.0;
P00046242;8;;
P00016642;5;;
P00329642;8;14.0;
P00036042;8;;
P00125442;8;;
P00037742;8;;
P00206142;8;;
P00368942;11;;
P00348642;5;11.0;
P00341742;15;;
P00304342;1;5.0;6.0
P00257642;5;11.0;
P00243242;11;14.0;
P00368342;5;;
P00288742;16;;
P00004142;8;17.0;
P00026942;5;;
P00126942;8;;
P00107742;8;;
P0099642;8;;
P00347942;8;;
P00244742;11;;
P00266142;5;11.0;
P00193442;8;;
P00042042;5;;
P00036342;5;8.0;
P00225942;11;;
P00345242;5;11.0;
P00262542;5;8.0;
P00302542;5;;
P00079142;11;;
P00135142;13;16.0;
P00278542;8;;
P00366642;5;8.0;
P00104742;7;;
P00056842;7;;
P00255342;8;;
P00251042;8;;
P00352942;1;2.0;
P00230242;3;15.0;
P00174742;12;;
P00218442;1;;
P00277742;8;;
P00339042;5;;
P00020842;8;;
P00200442;13;16.0;
P00033042;5;14.0;
P00003842;5;;
P00229842;5;14.0;
P00316142;5;;
P00365042;6;16.0;
P00068842;5;15.0;
P00005842;8;13.0;
P00141242;8;;
P00067042;8;;
P00149242;8;;
P00248042;8;;
P00139142;8;;
P00157842;8;;
P00055442;8;;
P00266742;8;13.0;14.0
P00138142;8;14.0;
P00204542;8;;
P00153342;14;;
P00109142;8;17.0;
P00068442;18;;
P00219942;6;16.0;
P00147042;8;14.0;
P00237242;1;6.0;
P00145242;2;4.0;
P00200142;16;;
P00134042;5;17.0;
P00014242;8;;
P00000842;2;4.0;
P00010042;5;;
P00131242;8;;
P00163042;16;;
P00045642;8;14.0;
P00155042;6;16.0;
P00176342;8;;
P00274442;1;18.0;
P00047142;2;4.0;
P00049742;8;;
P00126242;2;4.0;5.0
P00040642;5;;
P00066642;1;;
P00238642;1;5.0;
P00132842;1;5.0;
P00242142;5;9.0;
P00152942;5;;
P00016142;5;8.0;
P00160542;5;12.0;
P00233842;1;15.0;
P00069242;8;11.0;
P00092542;8;14.0;
P00293142;5;;
P00230442;14;;
P00141542;5;;
P00011942;8;13.0;14.0
P00163742;5;6.0;8.0
P00052142;8;14.0;
P00156142;5;8.0;
P00040742;1;5.0;
P00105642;8;;
P00258342;11;;
P00049942;11;15.0;
P00337642;3;4.0;
P00037042;1;15.0;
P00224542;8;;
P00317042;3;4.0;
P00356842;8;16.0;
P00362042;5;7.0;
P00261342;1;17.0;
P00260342;1;15.0;
P00176442;8;;
P00181242;11;;
P00180642;11;;
P00305642;7;;
P00283842;8;;
P00365842;8;;
P00269942;1;2.0;
P00245242;11;;
P00340242;18;;
P00079042;11;;
P00331742;11;;
P00326042;2;;
P00116642;5;;
P00131042;8;;
P00344042;18;;
P00173442;8;13.0;
P00197942;6;11.0;
P00181642;11;16.0;
P00045042;6;8.0;16.0
P00277242;16;;
P00132542;8;;
P00160442;8;;
P00301242;5;;
P00327742;8;;
P00087142;13;14.0;16.0
P00219742;6;11.0;16.0
P00018942;8;;
P00049342;8;;
P00072942;8;;
P00043942;8;;
P00050942;1;8.0;
P00047542;8;;
P00056142;5;8.0;
P00023942;6;8.0;
P00256142;5;8.0;
P00088642;5;8.0;17.0
P00276342;5;;
P00175842;5;;
P00360242;5;;
P0095442;4;5.0;13.0
P00121442;8;;
P00216942;5;;
P00080742;8;;
P00152642;6;;
P00070242;5;11.0;
P00142842;2;4.0;8.0
P00213042;1;2.0;15.0
P00131742;8;;
P00290242;8;14.0;17.0
P00301542;16;;
P00246542;15;;
P00307442;5;8.0;
P00241042;8;;
P00020642;8;;
P00197742;14;;
P00173542;5;8.0;
P00109042;8;;
P00230542;5;15.0;
P00232542;11;;
P00085142;5;13.0;14.0
P00130942;5;8.0;
P00027042;5;14.0;
P00160642;1;11.0;15.0
P00253742;1;16.0;
P00344142;18;;
P00093442;8;16.0;
P00224842;8;;
P00200042;16;;
P00349342;8;;
P00325942;5;;
P00258542;11;;
P00305242;1;5.0;
P00109642;5;17.0;
P00139842;5;;
P00000742;5;14.0;
P00294642;8;;
P00361342;5;;
P00250742;8;;
P00032942;15;16.0;
P00082342;15;16.0;
P00327442;5;8.0;
P00172542;5;8.0;
P00313842;1;2.0;17.0
P00010342;8;14.0;
P00215842;5;;
P00013142;5;;
P00011842;5;14.0;
P00008242;8;;
P00173742;1;5.0;8.0
P00307142;8;;
P00214942;8;;
P00309442;8;;
P00365742;8;;
P00250442;14;;
P00061442;17;;
P00286542;8;;
P00032542;8;;
P00003742;7;;
P00234442;7;;
P00075842;14;;
P00010442;5;8.0;
P00338142;5;8.0;
P00204942;5;8.0;
P00234142;1;;
P00075942;5;14.0;
P00330542;5;8.0;
P00355242;5;8.0;
P00105542;8;;
P00033242;8;;
P00202742;5;13.0;14.0
P00295442;8;;
P00165142;5;7.0;
P00219342;5;14.0;
P00018342;11;;
P00161842;10;13.0;16.0
P00146442;8;;
P00056442;2;4.0;
P00354642;8;13.0;
P00083042;3;4.0;
P00272542;8;;
P00356942;8;17.0;
P00331442;8;;
P00005942;2;4.0;9.0
P00272942;5;;
P00315042;8;;
P00239742;8;14.0;15.0
P00037242;8;;
P00073942;8;;
P00165942;8;;
P00142242;8;;
P00280342;16;;
P00194242;11;16.0;
P00008442;8;14.0;
P00328942;5;6.0;8.0
P00217842;1;2.0;8.0
P00179542;11;;
P00179742;11;;
P00123642;11;16.0;
P00232942;8;16.0;
P00254142;8;;
P00048342;5;8.0;14.0
P00015142;5;;
P00283042;5;;
P00081242;5;6.0;
P00296642;7;;
P00199742;5;16.0;
P00186342;2;4.0;9.0
P00125042;11;;
P00304942;6;8.0;
P00182042;11;;
P00200842;8;;
P00125542;6;16.0;
P00260242;5;16.0;
P00237142;5;;
P00199142;5;8.0;14.0
P00340942;8;;
P0094642;4;5.0;
P00292342;8;;
P00318642;2;5.0;15.0
P00305942;5;14.0;
P00362742;8;;
P00282542;8;;
P00084742;5;12.0;14.0
P00355342;8;;
P00349642;8;18.0;
P00286442;8;;
P00239642;5;;
P00300442;8;;
P00349742;8;;
P00326542;5;;
P00119042;5;;
P00252642;8;;
P00202542;13;16.0;
P00292742;7;12.0;
P00001842;16;;
P00369442;11;;
P00194042;8;11.0;
P00354242;5;;
P00185042;5;14.0;
P00336742;12;;
P00160342;8;;
P00370142;16;;
P00213942;5;14.0;
P00162042;1;6.0;
P00238942;8;14.0;
P00223042;1;2.0;8.0
P00087542;5;12.0;
P00193142;5;;
P00227942;2;5.0;
P00137742;5;;
P00019842;5;;
P00040242;5;16.0;
P00327042;8;;
P00029642;5;8.0;
P00178542;8;13.0;
P00116442;5;11.0;
P00265042;16;;
P00039242;1;15.0;
P00112942;1;16.0;
P00296742;8;;
P00088942;8;;
P00038442;1;;
P00222642;5;;
P00072442;2;;
P00370442;8;;
P00306242;3;4.0;
P00297442;2;15.0;
P00181342;11;;
P00252542;8;;
P00216842;8;;
P00287842;8;18.0;
P00207642;2;5.0;
P00044642;1;;
P00169042;1;16.0;
P00045942;5;8.0;
P00220842;4;8.0;
P00366242;11;;
P00273142;8;;
P00119942;8;14.0;
P0099842;5;12.0;14.0
P00076442;1;2.0;
P00108342;1;;
P00174342;8;;
P00009142;5;14.0;
P00184842;5;6.0;
P00267842;5;14.0;
P00263142;5;;
P00003142;8;;
P00123542;11;;
P00239242;5;8.0;14.0
P00352742;1;;
P00110642;5;;
P00308642;18;;
P00246842;17;;
P00314042;14;18.0;
P00340342;1;8.0;17.0
P00342342;11;15.0;16.0
P00328442;5;14.0;
P00009742;7;;
P00029342;8;14.0;
P00238042;8;;
P00168542;5;;
P00289442;8;;
P00321342;1;;
P00275542;1;;
P00256742;8;;
P00135642;8;;
P00239842;5;8.0;
P00021442;8;;
P00075642;4;5.0;
P00341942;11;15.0;16.0
P00123942;1;11.0;
P00253642;11;;
P00056242;4;5.0;
P00016442;2;4.0;8.0
P00102742;5;;
P00314242;8;;
P00345942;8;15.0;
P00003042;8;;
P00306142;5;;
P00163542;2;4.0;5.0
P00182842;5;;
P00293542;8;;
P00126442;7;;
P00042442;5;;
P0096042;3;4.0;12.0
P00186142;1;2.0;4.0
P00059242;11;;
P00195242;8;;
P00205842;5;;
P00230142;7;;
P00039642;8;;
P00319742;8;;
P00156242;4;5.0;9.0
P00179142;11;;
P00034642;4;5.0;
P00320242;1;8.0;
P00213342;5;;
P00235742;5;;
P00192142;2;8.0;
P00166642;8;;
P00210442;5;;
P00037842;1;5.0;
P00111642;1;3.0;4.0
P00049142;1;15.0;
P00273242;8;16.0;
P00225542;5;8.0;
P00103642;7;;
P00324242;15;16.0;
P00217142;1;15.0;
P00348442;3;12.0;
P00263842;8;13.0;
P00339742;8;;
P00179942;11;;
P00108042;5;;
P00008642;4;5.0;
P00047642;5;;
P00076542;4;5.0;9.0
P00243342;11;;
P00035442;7;;
P00052342;8;;
P00213842;7;;
P00292242;1;17.0;
P00174942;18;;
P00213642;11;;
P00274842;1;6.0;16.0
P00348842;1;6.0;
P00347542;1;6.0;
P00217542;1;2.0;11.0
P00320142;1;8.0;
P00326942;5;14.0;
P00336542;12;;
P00203442;5;14.0;
P00367342;11;;
P00359542;11;;
P00193342;11;16.0;
P00245942;15;;
P00196342;2;9.0;14.0
P00122842;11;;
P00284142;3;4.0;
P00365142;6;16.0;
P00351642;8;15.0;16.0
P00186242;4;5.0;
P00263042;1;16.0;
P00043342;8;14.0;
P00123342;11;;
P00180442;11;;
P00359342;11;;
P00217642;1;2.0;11.0
P00122942;11;;
P00122742;11;;
P00131442;6;8.0;14.0
P00017842;16;;
P00023842;3;4.0;
P00198342;5;11.0;
P00347442;5;;
P00036942;5;14.0;
P00167642;5;;
P00218142;1;2.0;
P00225742;2;4.0;
P00110442;7;;
P00082542;8;16.0;
P00003542;8;14.0;
P00147542;2;14.0;
P00175042;8;;
P00113542;8;17.0;
P00000242;2;4.0;9.0
P00164742;4;5.0;
P00110242;8;;
P00085742;4;8.0;
P00307742;5;;
P00191842;4;5.0;
P00033142;2;8.0;
P00023742;5;;
P00147242;5;;
P00343542;8;11.0;
P00245342;11;;
P00206742;11;15.0;
P00132942;1;;
P00082842;1;;
P00352542;1;17.0;
P00245842;5;7.0;
P00028142;5;14.0;
P00366842;8;;
P00238342;8;;
P00189742;2;4.0;
P00020742;5;;
P00031942;11;;
P00197242;4;5.0;
P00245742;15;;
P00131142;8;;
P00263642;6;8.0;
P00185142;4;5.0;
P00290542;5;;
P00054442;8;;
P00310542;8;;
P00240942;8;;
P00308542;1;;
P00343842;7;;
P00225442;16;;
P00267942;8;14.0;
P00064442;17;;
P00037942;8;;
P00360842;5;;
P00032642;13;16.0;
P00054742;8;;
P00235942;11;15.0;16.0
P00185342;3;4.0;
P00142742;5;14.0;
P00219542;5;6.0;
P00294342;8;;
P00369942;2;3.0;4.0
P00323542;8;18.0;
P00291942;8;17.0;
P00288842;8;14.0;
P00187142;2;4.0;5.0
P00218542;11;15.0;
P00196942;5;11.0;
P00061042;8;16.0;
P00171042;16;;
P00047842;8;;
P00300642;5;14.0;
P00194842;5;;
P00370542;8;;
P00333442;8;;
P00222542;5;8.0;
P00283642;5;17.0;
P00058642;18;;
P00319542;8;14.0;
P00015442;8;;
P00008042;6;8.0;14.0
P00352342;8;14.0;
P00256242;5;8.0;
P00205042;5;8.0;
P00349842;5;14.0;
P0095942;3;4.0;
P00090442;18;;
P0093942;8;16.0;
P00363242;1;2.0;9.0
P00248242;5;8.0;
P00279842;8;;
P00328242;8;;
P00356542;1;2.0;
P00124442;11;;
P00001342;3;4.0;
P00202442;5;;
P00286042;18;;
P00258142;11;;
P00243642;11;;
P00314642;15;;
P00166742;5;16.0;
P00356142;8;;
P00201542;5;;
P00153142;1;8.0;
